time (s),strain (mm/mm),phase (pi radians)
5.113491000000000009e-01,9.684642045454546627e-03,-1.349939957062007423e-03
5.086768000000000400e-01,9.634030303030303999e-03,-1.415059888568714896e-03
5.117764000000000202e-01,9.692734848484848079e-03,-1.371537458796812103e-03
5.112128000000000227e-01,9.682060606060607227e-03,-1.479530908152115742e-03
5.121613000000000415e-01,9.700024621212121473e-03,-1.515073134905842167e-03
5.083001000000000325e-01,9.626895833333334526e-03,-1.504432997599836064e-03
5.114511999999999947e-01,9.686575757575756687e-03,-1.664822063682125375e-03
5.096401000000000403e-01,9.652274621212122291e-03,-1.803608631680830854e-03
5.104003000000000290e-01,9.666672348484849769e-03,-1.789765485228467234e-03
5.086680000000000090e-01,9.633863636363636587e-03,-1.770474875268823745e-03
5.066294999999999549e-01,9.595255681818180490e-03,-1.801674822046850366e-03
5.066479999999999873e-01,9.595606060606061416e-03,-1.775030495423934873e-03
5.067582999999999949e-01,9.597695075757575398e-03,-1.705433238219034031e-03
5.036958999999999742e-01,9.539695075757574638e-03,-1.605810735607282602e-03
5.064013000000000542e-01,9.590933712121212096e-03,-1.738735247832967623e-03
5.053801999999999461e-01,9.571594696969696475e-03,-1.606673841057504326e-03
5.042092999999999714e-01,9.549418560606060327e-03,-1.478829870248943301e-03
5.061868000000000478e-01,9.586871212121213237e-03,-1.555348798738087623e-03
5.043290999999999746e-01,9.551687499999999414e-03,-1.472629116345713918e-03
5.053672000000000164e-01,9.571348484848486368e-03,-1.398099379506190232e-03
5.048030999999999491e-01,9.560664772727272762e-03,-1.333596599638053881e-03
5.061535000000000339e-01,9.586240530303030000e-03,-1.516609621788123086e-03
5.055882999999999905e-01,9.575535984848483617e-03,-1.287421660537080292e-03
5.054018999999999595e-01,9.572005681818181524e-03,-1.291072042347796156e-03
5.067867999999999817e-01,9.598234848484848980e-03,-1.309374408389518685e-03
5.052187000000000205e-01,9.568535984848485290e-03,-1.279812975587102386e-03
5.036445999999999978e-01,9.538723484848484965e-03,-1.243122474881896977e-03
5.044433000000000389e-01,9.553850378787880418e-03,-1.349574743070625082e-03
5.053450999999999915e-01,9.570929924242424502e-03,-1.197890219681529977e-03
5.055897000000000308e-01,9.575562500000000740e-03,-1.476977795020095741e-03
5.047808000000000295e-01,9.560242424242425957e-03,-1.356249013439780882e-03
5.034990000000000299e-01,9.535965909090908868e-03,-1.326618423106440403e-03
5.086496999999999824e-01,9.633517045454545805e-03,-1.395075703793491328e-03
5.076988999999999530e-01,9.615509469696968334e-03,-1.480139824891035794e-03
5.079451999999999856e-01,9.620174242424242572e-03,-1.570880581927669439e-03
5.067779000000000034e-01,9.598066287878787364e-03,-1.546997800971117165e-03
5.094918999999999976e-01,9.649467803030303825e-03,-1.630673270726079593e-03
5.100694999999999535e-01,9.660407196969695090e-03,-1.656865676642027552e-03
5.103539000000000270e-01,9.665793560606062221e-03,-1.680313046997894411e-03
5.102602000000000526e-01,9.664018939393939286e-03,-1.645672779178042333e-03
5.114878000000000480e-01,9.687268939393939987e-03,-1.679633758151943823e-03
5.139152000000000164e-01,9.733242424242423765e-03,-1.810448668678632522e-03
5.135222999999999871e-01,9.725801136363634858e-03,-1.833875339948054517e-03
5.156844000000000428e-01,9.766750000000001125e-03,-1.710410301006159983e-03
5.170076999999999590e-01,9.791812500000000169e-03,-1.842539325937697647e-03
5.178019000000000371e-01,9.806854166666666844e-03,-1.786911480814001862e-03
5.165467999999999726e-01,9.783083333333332868e-03,-1.742108864704938753e-03
5.187777000000000083e-01,9.825335227272727692e-03,-1.788740176283831751e-03
5.220983999999999625e-01,9.888227272727272490e-03,-1.922436122881787668e-03
5.238161000000000067e-01,9.920759469696970034e-03,-1.817713965084899463e-03
5.214923999999999671e-01,9.876750000000000113e-03,-1.929134194711856765e-03
5.251881999999999939e-01,9.946746212121212322e-03,-1.818933667033229007e-03
5.237399999999999833e-01,9.919318181818181923e-03,-1.758902355196378942e-03
5.253364000000000367e-01,9.949553030303030787e-03,-1.837530690193101002e-03
5.259894000000000513e-01,9.961920454545455939e-03,-1.741316853165142398e-03
5.269525000000000459e-01,9.980160984848485822e-03,-1.766057987434788146e-03
5.257186000000000359e-01,9.956791666666667609e-03,-1.728375127210246553e-03
5.282360000000000388e-01,1.000446969696969744e-02,-1.844998690404220376e-03
5.273698999999999470e-01,9.988066287878787086e-03,-1.784472386634150531e-03
5.273820000000000174e-01,9.988295454545454560e-03,-1.793489493767008724e-03
5.289260999999999546e-01,1.001753977272727171e-02,-1.709077421792493112e-03
5.291318999999999884e-01,1.002143749999999910e-02,-1.714774757392789617e-03
5.281344999999999512e-01,1.000254734848484740e-02,-1.812045305392806505e-03
5.277456999999999843e-01,9.995183712121212191e-03,-1.645398299821132504e-03
5.285615999999999648e-01,1.001063636363636218e-02,-1.527291523215734692e-03
5.290688000000000057e-01,1.002024242424242456e-02,-1.559983839572787190e-03
5.288079999999999448e-01,1.001530303030302889e-02,-1.540320607446243883e-03
5.293824000000000307e-01,1.002618181818181776e-02,-1.506558645829714216e-03
5.274303000000000186e-01,9.989210227272726783e-03,-1.467409880335668326e-03
5.293415999999999677e-01,1.002540909090909003e-02,-1.578342380601061024e-03
5.298374000000000139e-01,1.003479924242424264e-02,-1.638006892405674542e-03
5.273965000000000458e-01,9.988570075757575994e-03,-1.535529074145003392e-03
5.288652000000000353e-01,1.001638636363636446e-02,-1.625199160122048347e-03
5.261742000000000363e-01,9.965420454545454235e-03,-1.495401621645964241e-03
5.267617999999999467e-01,9.976549242424241626e-03,-1.448043804404886004e-03
5.266423000000000076e-01,9.974285984848485151e-03,-1.434765005570826091e-03
5.220183000000000462e-01,9.886710227272728357e-03,-1.361753617996952492e-03
5.252546000000000159e-01,9.948003787878788653e-03,-1.388174563024202612e-03
5.245663000000000409e-01,9.934967803030303121e-03,-1.435481014142925282e-03
5.251554000000000499e-01,9.946125000000000105e-03,-1.063575136374339536e-03
5.280002999999999780e-01,1.000000568181818109e-02,-1.231414422813159604e-03
5.252723999999999727e-01,9.948340909090908415e-03,-1.197934867547378879e-03
5.269930999999999921e-01,9.980929924242423409e-03,-1.131355060124517031e-03
5.308034999999999837e-01,1.005309659090908997e-02,-1.191983181066058606e-03
5.306271000000000182e-01,1.004975568181818227e-02,-1.224922556995244882e-03
5.321424000000000154e-01,1.007845454545454496e-02,-1.225176497627211702e-03
5.301972999999999825e-01,1.004161553030302918e-02,-1.213634903673654897e-03
5.293607000000000173e-01,1.002577083333333272e-02,-1.190052827013343695e-03
5.312367999999999535e-01,1.006130303030302979e-02,-1.163152213055407280e-03
5.304940999999999685e-01,1.004723674242424120e-02,-1.087332338533419929e-03
5.327876999999999752e-01,1.009067613636363721e-02,-1.124577898225065375e-03
5.306372000000000311e-01,1.004994696969697086e-02,-1.064605254561867831e-03
5.304740000000000011e-01,1.004685606060605994e-02,-1.084550169412556997e-03
5.290428999999999826e-01,1.001975189393939335e-02,-1.058325008257088307e-03
5.310932999999999904e-01,1.005858522727272678e-02,-1.087351123046920165e-03
5.301592000000000526e-01,1.004089393939393976e-02,-1.114554175851822926e-03
5.299855999999999456e-01,1.003760606060605937e-02,-1.141475187432905436e-03
5.324159000000000530e-01,1.008363446969696986e-02,-1.275993421805066141e-03
5.315550999999999471e-01,1.006733143939393844e-02,-1.191639501286534397e-03
5.309066999999999537e-01,1.005505113636363627e-02,-1.151342830116641736e-03
5.329614000000000296e-01,1.009396590909091007e-02,-1.225842606060623119e-03
5.338334000000000135e-01,1.011048106060606112e-02,-1.227979889321773044e-03
5.323109999999999786e-01,1.008164772727272729e-02,-1.211996674065574098e-03
5.333542000000000005e-01,1.010140530303030304e-02,-1.227947926726424832e-03
5.338332999999999551e-01,1.011047916666666692e-02,-1.258618557103852176e-03
5.347684000000000326e-01,1.012818939393939424e-02,-1.208242980717422199e-03
5.358114999999999961e-01,1.014794507575757579e-02,-1.276905071390332935e-03
5.361348999999999698e-01,1.015407007575757498e-02,-1.310552814947407718e-03
5.355668999999999569e-01,1.014331249999999955e-02,-1.171079476490310967e-03
5.387992000000000337e-01,1.020453030303030383e-02,-1.316721489089123232e-03
5.370489999999999986e-01,1.017138257575757494e-02,-1.221085025105095312e-03
5.370660000000000434e-01,1.017170454545454628e-02,-1.287689255106694297e-03
5.403084000000000220e-01,1.023311363636363741e-02,-1.294931692449319272e-03
5.394335000000000102e-01,1.021654356060605964e-02,-1.448858486823412228e-03
5.413601000000000107e-01,1.025303219696969796e-02,-1.447046495734904958e-03
5.393126000000000309e-01,1.021425378787878951e-02,-1.329523142244770639e-03
5.401976000000000555e-01,1.023101515151515241e-02,-1.401183754519030877e-03
5.419228000000000378e-01,1.026368939393939445e-02,-1.423819465236841886e-03
5.448768000000000500e-01,1.031963636363636590e-02,-1.455031101841530727e-03
5.392829999999999568e-01,1.021369318181818142e-02,-1.356624952110307980e-03
5.413153000000000548e-01,1.025218371212121421e-02,-1.362848398737792621e-03
5.460178999999999450e-01,1.034124810606060554e-02,-1.479565705351681970e-03
5.441926999999999737e-01,1.030667992424242306e-02,-1.442925635547820384e-03
5.430488999999999455e-01,1.028501704545454337e-02,-1.434850588111213909e-03
5.428490000000000260e-01,1.028123106060606015e-02,-1.485488081202301913e-03
5.447056999999999594e-01,1.031639583333333193e-02,-1.487329497098510700e-03
5.441972999999999949e-01,1.030676704545454431e-02,-1.607113710219598701e-03
5.419656000000000473e-01,1.026450000000000105e-02,-1.556382573815628945e-03
5.452757999999999772e-01,1.032719318181818044e-02,-1.581145830206520664e-03
5.449416999999999733e-01,1.032086553030303090e-02,-1.611850847620277527e-03
5.441723000000000532e-01,1.030629356060606266e-02,-1.761093010526071367e-03
5.435394000000000059e-01,1.029430681818181877e-02,-1.745796368375018837e-03
5.426528000000000462e-01,1.027751515151515208e-02,-1.812213445554933244e-03
5.446069999999999522e-01,1.031452651515151440e-02,-1.724316633937683640e-03
5.426516999999999591e-01,1.027749431818181756e-02,-1.663850481737116915e-03
5.429194000000000520e-01,1.028256439393939597e-02,-1.705871458935082075e-03
5.429336000000000162e-01,1.028283333333333480e-02,-1.703828686368424883e-03
5.400203000000000086e-01,1.022765719696969687e-02,-1.575461650750509257e-03
5.415227999999999708e-01,1.025611363636363613e-02,-1.674346679549798544e-03
5.432765000000000510e-01,1.028932765151515175e-02,-1.624482136930338605e-03
5.393396000000000301e-01,1.021476515151515177e-02,-1.664962085372478917e-03
5.410903000000000240e-01,1.024792234848484820e-02,-1.453498284003096330e-03
5.382502000000000120e-01,1.019413257575757514e-02,-1.362195800241106092e-03
5.386478999999999573e-01,1.020166477272727197e-02,-1.445247441350772100e-03
5.414369999999999461e-01,1.025448863636363450e-02,-1.558378350421718572e-03
5.400956000000000090e-01,1.022908333333333308e-02,-1.498939205527349827e-03
5.400544999999999929e-01,1.022830492424242448e-02,-1.378882855417873365e-03
5.419448000000000043e-01,1.026410606060606037e-02,-1.456613568013298554e-03
5.429336999999999636e-01,1.028283522727272727e-02,-1.490648394662619225e-03
5.423092000000000468e-01,1.027100757575757743e-02,-1.407190263726820767e-03
5.420131000000000254e-01,1.026539962121212138e-02,-1.377932579702312310e-03
5.401070999999999511e-01,1.022930113636363533e-02,-1.254081302825227340e-03
5.393963999999999981e-01,1.021584090909090879e-02,-1.367307619833613153e-03
5.394069999999999698e-01,1.021604166666666667e-02,-1.334874572281430360e-03
5.420892999999999962e-01,1.026684280303030369e-02,-1.332005157557381025e-03
5.402042999999999706e-01,1.023114204545454500e-02,-1.188321974054162844e-03
5.423394999999999744e-01,1.027158143939393975e-02,-1.292325037300146029e-03
5.399922000000000333e-01,1.022712500000000010e-02,-1.160357107585552328e-03
5.408342000000000427e-01,1.024307196969696972e-02,-1.199173154174504319e-03
5.432605999999999824e-01,1.028902651515151492e-02,-1.262574798845284008e-03
5.405822999999999601e-01,1.023830113636363566e-02,-1.439121827458089697e-03
5.391584000000000376e-01,1.021133333333333441e-02,-1.268817333066496467e-03
5.421034000000000130e-01,1.026710984848484831e-02,-1.455237780671359005e-03
5.432303000000000548e-01,1.028845265151515261e-02,-1.396461605171706033e-03
5.400441999999999743e-01,1.022810984848484747e-02,-1.432920084410760353e-03
5.419226000000000321e-01,1.026368560606060604e-02,-1.397115831660467045e-03
5.411884000000000139e-01,1.024978030303030224e-02,-1.315181150946198585e-03
5.425073000000000256e-01,1.027475946969697018e-02,-1.487587474072848970e-03
5.410228000000000259e-01,1.024664393939393910e-02,-1.447375049338006647e-03
5.405503000000000391e-01,1.023769507575757534e-02,-1.432377776451554396e-03
5.414790999999999910e-01,1.025528598484848515e-02,-1.325921572503774293e-03
5.394577999999999873e-01,1.021700378787878706e-02,-1.519399931232956469e-03
5.395940000000000181e-01,1.021958333333333399e-02,-1.602595181239063749e-03
5.403782000000000307e-01,1.023443560606060627e-02,-1.557622534176350548e-03
5.372637999999999581e-01,1.017545075757575641e-02,-1.583043810844397825e-03
5.396813999999999778e-01,1.022123863636363594e-02,-1.788711092345574016e-03
5.407507000000000286e-01,1.024149053030302958e-02,-1.715431496129515843e-03
5.408581000000000083e-01,1.024352462121212205e-02,-1.856302119340846879e-03
5.392850999999999617e-01,1.021373295454545450e-02,-1.948120550449128352e-03
5.390932999999999975e-01,1.021010037878787927e-02,-1.950700701564667128e-03
5.381820999999999966e-01,1.019284280303030428e-02,-2.161390020724796024e-03
5.379893999999999510e-01,1.018919318181818121e-02,-2.041529146208920231e-03
5.373984000000000538e-01,1.017800000000000128e-02,-2.130828070523116402e-03
5.380487000000000464e-01,1.019031628787878813e-02,-2.060501153386851136e-03
5.380641999999999925e-01,1.019060984848484813e-02,-2.319400451137543229e-03
5.367522999999999600e-01,1.016576325757575713e-02,-2.344787727891706197e-03
5.361044999999999838e-01,1.015349431818181845e-02,-2.374473306388957816e-03
5.356558000000000153e-01,1.014499621212121110e-02,-2.213105767634893084e-03
5.354411999999999505e-01,1.014093181818181803e-02,-2.294100303194768209e-03
5.337779999999999747e-01,1.010943181818181776e-02,-2.031018447831378637e-03
5.343776000000000082e-01,1.012078787878787842e-02,-1.896988361695717273e-03
5.355569000000000024e-01,1.014312310606060689e-02,-1.955625604987742960e-03
5.362441999999999487e-01,1.015614015151515039e-02,-1.703023063980291241e-03
5.319882999999999695e-01,1.007553598484848406e-02,-1.439177318407369732e-03
5.321310000000000207e-01,1.007823863636363691e-02,-1.270951533244191189e-03
5.315959000000000101e-01,1.006810416666666791e-02,-1.041716562498629095e-03
5.276094999999999535e-01,9.992604166666666995e-03,-8.942462027203834651e-04
5.314560000000000395e-01,1.006545454545454583e-02,-8.163991512512014381e-04
5.312259000000000286e-01,1.006109659090909103e-02,-7.051968427652655080e-04
5.316087999999999925e-01,1.006834848484848381e-02,-7.582955379127342965e-04
5.326914000000000371e-01,1.008885227272727364e-02,-6.740220043517375359e-04
5.313115000000000476e-01,1.006271780303030425e-02,-6.011996416865894588e-04
5.333221000000000211e-01,1.010079734848484852e-02,-7.792648915886379868e-04
5.337718999999999658e-01,1.010931628787878692e-02,-8.068215911279930097e-04
5.328503999999999463e-01,1.009186363636363493e-02,-8.232675712359638354e-04
5.334514999999999674e-01,1.010324810606060518e-02,-1.013944487395446181e-03
5.331778000000000350e-01,1.009806439393939534e-02,-1.137195046536310095e-03
5.340335000000000498e-01,1.011427083333333449e-02,-1.352532911329529242e-03
5.323364000000000429e-01,1.008212878787878922e-02,-1.586618363781377994e-03
5.355117999999999823e-01,1.014226893939393880e-02,-1.835611727029951012e-03
5.318751000000000451e-01,1.007339204545454683e-02,-2.003626661258861574e-03
5.306532000000000471e-01,1.005025000000000016e-02,-2.049290000266767997e-03
5.317925999999999487e-01,1.007182954545454527e-02,-2.156212758541053987e-03
5.293360999999999761e-01,1.002530492424242442e-02,-2.204942121979081016e-03
5.303873000000000060e-01,1.004521401515151569e-02,-2.252684481901745528e-03
5.298184000000000227e-01,1.003443939393939416e-02,-2.297536169259317695e-03
5.312698000000000143e-01,1.006192803030303042e-02,-2.128150514233984048e-03
5.304963999999999791e-01,1.004728030303030269e-02,-1.985115360861211542e-03
5.293664000000000147e-01,1.002587878787878847e-02,-1.954392003568394820e-03
5.302698000000000134e-01,1.004298863636363635e-02,-1.924303044825825815e-03
5.295033999999999574e-01,1.002847348484848383e-02,-1.722084291139625023e-03
5.300036000000000191e-01,1.003794696969696927e-02,-1.624362307673155037e-03
5.329213000000000422e-01,1.009320643939394004e-02,-1.498351420739729711e-03
5.316727999999999454e-01,1.006956060606060445e-02,-1.257849499003205196e-03
5.336473999999999940e-01,1.010695833333333238e-02,-1.251220634350569405e-03
5.338526000000000105e-01,1.011084469696969801e-02,-1.104009541421757667e-03
5.370335999999999999e-01,1.017109090909090914e-02,-1.001702971122342412e-03
5.351919000000000537e-01,1.013621022727272808e-02,-8.503107438826429387e-04
5.369085000000000107e-01,1.016872159090909111e-02,-8.931646969800866032e-04
5.358484000000000025e-01,1.014864393939393997e-02,-8.629819716061692958e-04
5.382884999999999476e-01,1.019485795454545297e-02,-9.326267296930756956e-04
5.385526999999999953e-01,1.019986174242424291e-02,-1.016270317532375067e-03
5.393008999999999720e-01,1.021403219696969712e-02,-1.142586382770649500e-03
5.375784000000000118e-01,1.018140909090908992e-02,-1.296463550321869107e-03
5.382826000000000555e-01,1.019474621212121401e-02,-1.278038376378853869e-03
5.408650999999999875e-01,1.024365719696969726e-02,-1.645844997888890049e-03
5.392603000000000257e-01,1.021326325757575780e-02,-1.655223704331576506e-03
5.402242999999999906e-01,1.023152083333333379e-02,-1.741168534816428526e-03
5.393303999999999876e-01,1.021459090909090928e-02,-1.847117268069853324e-03
5.387564000000000242e-01,1.020371969696969722e-02,-1.932404633532947003e-03
5.416028000000000509e-01,1.025762878787878779e-02,-1.956222097736159959e-03
5.402053999999999467e-01,1.023116287878787778e-02,-2.054613580364739178e-03
5.395830000000000348e-01,1.021937500000000103e-02,-2.104594452109975755e-03
5.412209999999999521e-01,1.025039772727272605e-02,-2.200185639362306489e-03
5.411061000000000343e-01,1.024822159090909082e-02,-2.297303259420568899e-03
5.384238000000000079e-01,1.019742045454545380e-02,-2.289012785636868053e-03
5.403740000000000210e-01,1.023435606060606184e-02,-2.423948374636886172e-03
5.391882000000000064e-01,1.021189772727272745e-02,-2.402629420216295664e-03
5.397665000000000379e-01,1.022285037878787987e-02,-2.295958912129081320e-03
5.391198000000000379e-01,1.021060227272727397e-02,-2.114515440827302584e-03
5.395345999999999753e-01,1.021845833333333287e-02,-2.117615163648722820e-03
5.373887999999999998e-01,1.017781818181818197e-02,-1.900232553870839780e-03
5.354541000000000439e-01,1.014117613636363741e-02,-1.685516321542124274e-03
5.348608000000000251e-01,1.012993939393939426e-02,-1.434512821560263163e-03
5.316762999999999906e-01,1.006962689393939292e-02,-1.271213878045518442e-03
5.325697000000000347e-01,1.008654734848484988e-02,-1.119863634856499424e-03
5.316026000000000362e-01,1.006823106060606224e-02,-9.676489910762642310e-04
5.309329000000000409e-01,1.005554734848485010e-02,-7.826492827128772589e-04
5.317024000000000195e-01,1.007012121212121254e-02,-6.801116283566832621e-04
5.299085000000000045e-01,1.003614583333333442e-02,-7.528026330752002337e-04
5.292750000000000510e-01,1.002414772727272876e-02,-6.468125227084842166e-04
5.278631999999999769e-01,9.997409090909089788e-03,-5.091872318245815876e-04
5.319283000000000206e-01,1.007439962121212118e-02,-6.101763844749141796e-04
5.299481000000000330e-01,1.003689583333333343e-02,-5.003520723712018281e-04
5.310207000000000122e-01,1.005721022727272713e-02,-6.088282009159007302e-04
5.307418000000000413e-01,1.005192803030303082e-02,-6.016593721468455058e-04
5.316904999999999548e-01,1.006989583333333174e-02,-6.481134524016773923e-04
5.318479000000000401e-01,1.007287689393939444e-02,-5.789582265326442823e-04
5.334980999999999751e-01,1.010413068181818114e-02,-6.977879217351379282e-04
5.340150999999999648e-01,1.011392234848484777e-02,-8.569190114203761865e-04
5.367456000000000449e-01,1.016563636363636454e-02,-8.143803179094799560e-04
5.365134000000000292e-01,1.016123863636363665e-02,-9.292519585132330562e-04
5.348384999999999945e-01,1.012951704545454572e-02,-1.051286678382501449e-03
5.358903999999999890e-01,1.014943939393939468e-02,-1.189194134706639261e-03
5.350154000000000298e-01,1.013286742424242444e-02,-1.356519107644560407e-03
5.383094999999999963e-01,1.019525568181818206e-02,-1.506485153431769142e-03
5.379633000000000331e-01,1.018869886363636332e-02,-1.714149150734312066e-03
5.356973999999999902e-01,1.014578409090909072e-02,-1.638430632673992804e-03
5.380165999999999560e-01,1.018970833333333360e-02,-1.819785445852040162e-03
5.364721000000000073e-01,1.016045643939393964e-02,-1.949772378992298272e-03
5.376476999999999506e-01,1.018272159090908950e-02,-1.925565134637041709e-03
5.376720999999999862e-01,1.018318371212121286e-02,-2.156126234740596281e-03
5.388604000000000172e-01,1.020568939393939369e-02,-2.262007993264369965e-03
5.369711000000000345e-01,1.016990719696969810e-02,-2.196535595490600734e-03
5.359981000000000328e-01,1.015147916666666629e-02,-2.255273520793021902e-03
5.364240000000000119e-01,1.015954545454545582e-02,-2.167084063336321975e-03
5.367775999999999659e-01,1.016624242424242312e-02,-2.246057384755695274e-03
5.396543000000000312e-01,1.022072537878787948e-02,-2.278550393408185215e-03
5.346775000000000277e-01,1.012646780303030382e-02,-2.205600811237773407e-03
5.370201000000000002e-01,1.017083522727272628e-02,-1.907028429656953961e-03
5.381898999999999988e-01,1.019299053030303139e-02,-1.693924920411427060e-03
5.371943999999999608e-01,1.017413636363636263e-02,-1.553526719052622518e-03
5.375704999999999512e-01,1.018125946969696861e-02,-1.417189077916325424e-03
5.358460000000000445e-01,1.014859848484848601e-02,-1.092112124812416596e-03
5.335193000000000296e-01,1.010453219696969690e-02,-9.780597725843609425e-04
5.369789999999999841e-01,1.017005681818181767e-02,-8.053769860635329181e-04
5.372723000000000360e-01,1.017561174242424295e-02,-7.840031923492807309e-04
5.385461999999999749e-01,1.019973863636363526e-02,-6.541340909507198376e-04
5.387484999999999635e-01,1.020357007575757591e-02,-6.490476524027011251e-04
5.393196999999999575e-01,1.021438825757575546e-02,-6.255419142319196268e-04
5.404575999999999825e-01,1.023593939393939271e-02,-6.469006617120243163e-04
5.405676000000000370e-01,1.023802272727272929e-02,-6.335602486375879749e-04
5.422495000000000509e-01,1.026987689393939543e-02,-7.254477214978516386e-04
5.416602999999999835e-01,1.025871780303030251e-02,-7.072420264190304451e-04
5.428813000000000111e-01,1.028184280303030308e-02,-8.229649742987898975e-04
5.427176999999999696e-01,1.027874431818181708e-02,-9.323756706850483411e-04
5.433934999999999738e-01,1.029154356060606006e-02,-1.101973926196819775e-03
5.445815999999999990e-01,1.031404545454545595e-02,-1.111245507092184504e-03
5.441053999999999613e-01,1.030502651515151531e-02,-1.250679817314748199e-03
5.463668000000000413e-01,1.034785606060606086e-02,-1.315282377415405435e-03
5.430639000000000438e-01,1.028530113636363756e-02,-1.494896353085084506e-03
5.421443000000000234e-01,1.026788446969697025e-02,-1.699641601889956277e-03
5.434841000000000255e-01,1.029325946969697134e-02,-1.710125362540337868e-03
5.447745999999999977e-01,1.031770075757575816e-02,-1.791793919153961134e-03
5.455661000000000538e-01,1.033269128787878827e-02,-1.929095302468097906e-03
5.439889999999999448e-01,1.030282196969696876e-02,-2.032300795238306534e-03
5.446904999999999664e-01,1.031610795454545454e-02,-1.980814752825188485e-03
5.423447999999999602e-01,1.027168181818181869e-02,-1.921118876655691921e-03
5.429895999999999612e-01,1.028389393939393819e-02,-2.038008712906269615e-03
5.432093999999999534e-01,1.028805681818181772e-02,-1.903147713088193527e-03
5.404162000000000132e-01,1.023515530303030323e-02,-1.675046621459452822e-03
5.374166000000000221e-01,1.017834469696969786e-02,-1.514804651996048968e-03
5.384527999999999537e-01,1.019796969696969494e-02,-1.438015897874511673e-03
5.390833999999999904e-01,1.020991287878787734e-02,-1.242931557546733679e-03
5.392109000000000485e-01,1.021232765151515280e-02,-1.193245636674555854e-03
5.377697000000000171e-01,1.018503219696969761e-02,-9.583524075598148784e-04
5.369907000000000430e-01,1.017027840909091006e-02,-8.233295203257107175e-04
5.353120999999999574e-01,1.013848674242424051e-02,-7.251530548785245500e-04
5.337823000000000428e-01,1.010951325757575812e-02,-6.488821211715345427e-04
5.330219999999999958e-01,1.009511363636363644e-02,-5.461614297526118378e-04
5.311078000000000188e-01,1.005885984848484821e-02,-4.730267750781003144e-04
5.328760000000000163e-01,1.009234848484848526e-02,-3.834268309261812391e-04
5.339821999999999624e-01,1.011329924242424134e-02,-4.485311612364428768e-04
5.344197000000000530e-01,1.012158522727272733e-02,-4.582484483255377938e-04
5.302649000000000390e-01,1.004289583333333423e-02,-3.512518026863586940e-04
5.312527999999999695e-01,1.006160606060605908e-02,-4.717493611696710332e-04
5.301261000000000445e-01,1.004026704545454667e-02,-4.612053705057572728e-04
5.277450000000000196e-01,9.995170454545454497e-03,-5.966693948836754302e-04
5.297330999999999568e-01,1.003282386363636182e-02,-5.989786778383132670e-04
5.295533000000000046e-01,1.002941856060605985e-02,-6.226584698836301612e-04
