power 1 (W),time (seconds since jan 1 1975),power 2 (W),time (seconds since jan 1 1975),Power Difference,Sdifference
1.59E-09,1749503141,1.31E-09,1749503141,4.00E-11,1.38E-02
1.57E-09,1749503141,1.31E-09,1749503141,2.00E-11,6.94E-03
1.58E-09,1749503141,1.31E-09,1749503141,3.00E-11,1.04E-02
1.57E-09,1749503141,1.31E-09,1749503141,2.00E-11,6.94E-03
1.57E-09,1749503142,1.31E-09,1749503141,2.00E-11,6.94E-03
1.58E-09,1749503142,1.31E-09,1749503141,3.00E-11,1.04E-02
1.57E-09,1749503142,1.31E-09,1749503142,2.00E-11,6.94E-03
1.57E-09,1749503142,1.31E-09,1749503142,2.00E-11,6.94E-03
1.58E-09,1749503142,1.31E-09,1749503142,3.00E-11,1.04E-02
1.57E-09,1749503142,1.31E-09,1749503142,2.00E-11,6.94E-03
1.57E-09,1749503142,1.31E-09,1749503142,2.00E-11,6.94E-03
1.57E-09,1749503142,1.31E-09,1749503142,2.00E-11,6.94E-03
1.58E-09,1749503142,1.31E-09,1749503142,3.00E-11,1.04E-02
1.57E-09,1749503142,1.31E-09,1749503142,2.00E-11,6.94E-03
1.57E-09,1749503142,1.31E-09,1749503142,2.00E-11,6.94E-03
1.58E-09,1749503142,1.32E-09,1749503142,2.00E-11,6.90E-03
1.58E-09,1749503142,1.32E-09,1749503142,2.00E-11,6.90E-03
1.59E-09,1749503142,1.32E-09,1749503142,3.00E-11,1.03E-02
1.58E-09,1749503143,1.32E-09,1749503142,2.00E-11,6.90E-03
1.58E-09,1749503143,1.32E-09,1749503142,2.00E-11,6.90E-03
1.58E-09,1749503143,1.32E-09,1749503143,2.00E-11,6.90E-03
1.58E-09,1749503143,1.32E-09,1749503143,2.00E-11,6.90E-03
1.59E-09,1749503143,1.33E-09,1749503143,2.00E-11,6.85E-03
1.59E-09,1749503143,1.33E-09,1749503143,2.00E-11,6.85E-03
1.59E-09,1749503143,1.33E-09,1749503143,2.00E-11,6.85E-03
1.58E-09,1749503143,1.33E-09,1749503143,1.00E-11,3.44E-03
1.59E-09,1749503143,1.33E-09,1749503143,2.00E-11,6.85E-03
1.60E-09,1749503143,1.33E-09,1749503143,3.00E-11,1.02E-02
1.58E-09,1749503143,1.33E-09,1749503143,1.00E-11,3.44E-03
1.59E-09,1749503143,1.33E-09,1749503143,2.00E-11,6.85E-03
1.59E-09,1749503143,1.33E-09,1749503143,2.00E-11,6.85E-03
1.59E-09,1749503143,1.34E-09,1749503143,1.00E-11,3.41E-03
1.59E-09,1749503144,1.34E-09,1749503143,1.00E-11,3.41E-03
1.58E-09,1749503144,1.34E-09,1749503143,0.00E+00,0.00E+00
1.59E-09,1749503144,1.34E-09,1749503144,1.00E-11,3.41E-03
1.58E-09,1749503144,1.34E-09,1749503144,0.00E+00,0.00E+00
1.59E-09,1749503144,1.34E-09,1749503144,1.00E-11,3.41E-03
1.58E-09,1749503144,1.35E-09,1749503144,-1.00E-11,-3.41E-03
1.58E-09,1749503144,1.35E-09,1749503144,-1.00E-11,-3.41E-03
1.59E-09,1749503144,1.35E-09,1749503144,0.00E+00,0.00E+00
1.59E-09,1749503144,1.35E-09,1749503144,0.00E+00,0.00E+00
1.58E-09,1749503144,1.35E-09,1749503144,-1.00E-11,-3.41E-03
1.58E-09,1749503144,1.35E-09,1749503144,-1.00E-11,-3.41E-03
1.58E-09,1749503144,1.35E-09,1749503144,-1.00E-11,-3.41E-03
1.58E-09,1749503144,1.35E-09,1749503144,-1.00E-11,-3.41E-03
1.58E-09,1749503144,1.35E-09,1749503144,-1.00E-11,-3.41E-03
1.58E-09,1749503144,1.35E-09,1749503144,-1.00E-11,-3.41E-03
1.58E-09,1749503145,1.35E-09,1749503144,-1.00E-11,-3.41E-03
1.57E-09,1749503145,1.35E-09,1749503144,-2.00E-11,-6.85E-03
1.57E-09,1749503145,1.36E-09,1749503145,-3.00E-11,-1.02E-02
1.57E-09,1749503145,1.36E-09,1749503145,-3.00E-11,-1.02E-02
1.57E-09,1749503145,1.36E-09,1749503145,-3.00E-11,-1.02E-02
1.57E-09,1749503145,1.36E-09,1749503145,-3.00E-11,-1.02E-02
1.57E-09,1749503145,1.35E-09,1749503145,-2.00E-11,-6.85E-03
1.58E-09,1749503145,1.35E-09,1749503145,-1.00E-11,-3.41E-03
1.57E-09,1749503145,1.35E-09,1749503145,-2.00E-11,-6.85E-03
1.57E-09,1749503145,1.35E-09,1749503145,-2.00E-11,-6.85E-03
1.58E-09,1749503145,1.35E-09,1749503145,-1.00E-11,-3.41E-03
1.57E-09,1749503145,1.35E-09,1749503145,-2.00E-11,-6.85E-03
1.57E-09,1749503145,1.35E-09,1749503145,-2.00E-11,-6.85E-03
1.57E-09,1749503145,1.34E-09,1749503145,-1.00E-11,-3.44E-03
1.57E-09,1749503145,1.34E-09,1749503145,-1.00E-11,-3.44E-03
1.57E-09,1749503146,1.34E-09,1749503145,-1.00E-11,-3.44E-03
1.56E-09,1749503146,1.34E-09,1749503145,-2.00E-11,-6.90E-03
1.56E-09,1749503146,1.34E-09,1749503146,-2.00E-11,-6.90E-03
1.56E-09,1749503146,1.34E-09,1749503146,-2.00E-11,-6.90E-03
1.56E-09,1749503146,1.34E-09,1749503146,-2.00E-11,-6.90E-03
1.56E-09,1749503146,1.34E-09,1749503146,-2.00E-11,-6.90E-03
1.55E-09,1749503146,1.34E-09,1749503146,-3.00E-11,-1.04E-02
1.55E-09,1749503146,1.34E-09,1749503146,-3.00E-11,-1.04E-02
1.55E-09,1749503146,1.34E-09,1749503146,-3.00E-11,-1.04E-02
1.55E-09,1749503146,1.34E-09,1749503146,-3.00E-11,-1.04E-02
1.54E-09,1749503146,1.34E-09,1749503146,-4.00E-11,-1.39E-02
1.54E-09,1749503146,1.35E-09,1749503146,-5.00E-11,-1.73E-02
1.54E-09,1749503146,1.35E-09,1749503146,-5.00E-11,-1.73E-02
1.54E-09,1749503146,1.35E-09,1749503146,-5.00E-11,-1.73E-02
1.53E-09,1749503146,1.35E-09,1749503146,-6.00E-11,-2.08E-02
1.54E-09,1749503147,1.35E-09,1749503146,-5.00E-11,-1.73E-02
1.53E-09,1749503147,1.35E-09,1749503146,-6.00E-11,-2.08E-02
1.53E-09,1749503147,1.35E-09,1749503147,-6.00E-11,-2.08E-02
1.54E-09,1749503147,1.35E-09,1749503147,-5.00E-11,-1.73E-02
1.52E-09,1749503147,1.35E-09,1749503147,-7.00E-11,-2.44E-02
1.52E-09,1749503147,1.35E-09,1749503147,-7.00E-11,-2.44E-02
1.52E-09,1749503147,1.35E-09,1749503147,-7.00E-11,-2.44E-02
1.52E-09,1749503147,1.35E-09,1749503147,-7.00E-11,-2.44E-02
1.52E-09,1749503147,1.35E-09,1749503147,-7.00E-11,-2.44E-02
1.52E-09,1749503147,1.35E-09,1749503147,-7.00E-11,-2.44E-02
1.52E-09,1749503147,1.35E-09,1749503147,-7.00E-11,-2.44E-02
1.52E-09,1749503147,1.35E-09,1749503147,-7.00E-11,-2.44E-02
1.51E-09,1749503147,1.35E-09,1749503147,-8.00E-11,-2.80E-02
1.52E-09,1749503147,1.35E-09,1749503147,-7.00E-11,-2.44E-02
1.52E-09,1749503147,1.35E-09,1749503147,-7.00E-11,-2.44E-02
1.51E-09,1749503148,1.35E-09,1749503147,-8.00E-11,-2.80E-02
1.52E-09,1749503148,1.35E-09,1749503147,-7.00E-11,-2.44E-02
1.51E-09,1749503148,1.35E-09,1749503148,-8.00E-11,-2.80E-02
1.52E-09,1749503148,1.35E-09,1749503148,-7.00E-11,-2.44E-02
1.52E-09,1749503148,1.35E-09,1749503148,-7.00E-11,-2.44E-02
1.52E-09,1749503148,1.35E-09,1749503148,-7.00E-11,-2.44E-02
1.52E-09,1749503148,1.35E-09,1749503148,-7.00E-11,-2.44E-02
1.51E-09,1749503148,1.35E-09,1749503148,-8.00E-11,-2.80E-02
1.52E-09,1749503148,1.35E-09,1749503148,-7.00E-11,-2.44E-02
1.51E-09,1749503148,1.35E-09,1749503148,-8.00E-11,-2.80E-02
1.51E-09,1749503148,1.35E-09,1749503148,-8.00E-11,-2.80E-02
1.51E-09,1749503148,1.35E-09,1749503148,-8.00E-11,-2.80E-02
1.51E-09,1749503148,1.35E-09,1749503148,-8.00E-11,-2.80E-02
1.51E-09,1749503148,1.35E-09,1749503148,-8.00E-11,-2.80E-02
1.50E-09,1749503148,1.35E-09,1749503148,-9.00E-11,-3.16E-02
1.50E-09,1749503149,1.36E-09,1749503148,-1.00E-10,-3.50E-02
1.51E-09,1749503149,1.36E-09,1749503149,-9.00E-11,-3.14E-02
1.50E-09,1749503149,1.36E-09,1749503149,-1.00E-10,-3.50E-02
1.50E-09,1749503149,1.36E-09,1749503149,-1.00E-10,-3.50E-02
1.50E-09,1749503149,1.36E-09,1749503149,-1.00E-10,-3.50E-02
1.50E-09,1749503149,1.36E-09,1749503149,-1.00E-10,-3.50E-02
1.50E-09,1749503149,1.36E-09,1749503149,-1.00E-10,-3.50E-02
1.50E-09,1749503149,1.36E-09,1749503149,-1.00E-10,-3.50E-02
1.50E-09,1749503149,1.36E-09,1749503149,-1.00E-10,-3.50E-02
1.49E-09,1749503149,1.36E-09,1749503149,-1.10E-10,-3.86E-02
1.50E-09,1749503149,1.36E-09,1749503149,-1.00E-10,-3.50E-02
1.49E-09,1749503149,1.36E-09,1749503149,-1.10E-10,-3.86E-02
1.49E-09,1749503149,1.36E-09,1749503149,-1.10E-10,-3.86E-02
1.50E-09,1749503149,1.36E-09,1749503149,-1.00E-10,-3.50E-02
1.49E-09,1749503150,1.37E-09,1749503149,-1.20E-10,-4.20E-02
1.48E-09,1749503150,1.37E-09,1749503150,-1.30E-10,-4.56E-02
1.49E-09,1749503150,1.37E-09,1749503150,-1.20E-10,-4.20E-02
1.49E-09,1749503150,1.37E-09,1749503150,-1.20E-10,-4.20E-02
1.49E-09,1749503150,1.37E-09,1749503150,-1.20E-10,-4.20E-02
1.48E-09,1749503150,1.37E-09,1749503150,-1.30E-10,-4.56E-02
1.48E-09,1749503150,1.37E-09,1749503150,-1.30E-10,-4.56E-02
1.48E-09,1749503150,1.37E-09,1749503150,-1.30E-10,-4.56E-02
1.48E-09,1749503150,1.37E-09,1749503150,-1.30E-10,-4.56E-02
1.49E-09,1749503150,1.37E-09,1749503150,-1.20E-10,-4.20E-02
1.48E-09,1749503150,1.37E-09,1749503150,-1.30E-10,-4.56E-02
1.48E-09,1749503150,1.37E-09,1749503150,-1.30E-10,-4.56E-02
1.49E-09,1749503150,1.37E-09,1749503150,-1.20E-10,-4.20E-02
1.48E-09,1749503150,1.37E-09,1749503150,-1.30E-10,-4.56E-02
1.48E-09,1749503150,1.37E-09,1749503150,-1.30E-10,-4.56E-02
1.48E-09,1749503151,1.37E-09,1749503150,-1.30E-10,-4.56E-02
1.49E-09,1749503151,1.37E-09,1749503151,-1.20E-10,-4.20E-02
1.49E-09,1749503151,1.37E-09,1749503151,-1.20E-10,-4.20E-02
1.48E-09,1749503151,1.37E-09,1749503151,-1.30E-10,-4.56E-02
1.49E-09,1749503151,1.37E-09,1749503151,-1.20E-10,-4.20E-02
1.49E-09,1749503151,1.37E-09,1749503151,-1.20E-10,-4.20E-02
1.49E-09,1749503151,1.37E-09,1749503151,-1.20E-10,-4.20E-02
1.49E-09,1749503151,1.36E-09,1749503151,-1.10E-10,-3.86E-02
1.50E-09,1749503151,1.36E-09,1749503151,-1.00E-10,-3.50E-02
1.50E-09,1749503151,1.36E-09,1749503151,-1.00E-10,-3.50E-02
1.50E-09,1749503151,1.36E-09,1749503151,-1.00E-10,-3.50E-02
1.51E-09,1749503151,1.35E-09,1749503151,-8.00E-11,-2.80E-02
1.51E-09,1749503151,1.35E-09,1749503151,-8.00E-11,-2.80E-02
1.50E-09,1749503151,1.35E-09,1749503151,-9.00E-11,-3.16E-02
1.51E-09,1749503151,1.35E-09,1749503152,-8.00E-11,-2.80E-02
1.51E-09,1749503152,1.35E-09,1749503152,-8.00E-11,-2.80E-02
1.51E-09,1749503152,1.35E-09,1749503152,-8.00E-11,-2.80E-02
1.51E-09,1749503152,1.35E-09,1749503152,-8.00E-11,-2.80E-02
1.50E-09,1749503152,1.35E-09,1749503152,-9.00E-11,-3.16E-02
1.50E-09,1749503152,1.35E-09,1749503152,-9.00E-11,-3.16E-02
1.49E-09,1749503152,1.35E-09,1749503152,-1.00E-10,-3.52E-02
1.51E-09,1749503152,1.35E-09,1749503152,-8.00E-11,-2.80E-02
1.51E-09,1749503152,1.35E-09,1749503152,-8.00E-11,-2.80E-02
1.52E-09,1749503152,1.35E-09,1749503152,-7.00E-11,-2.44E-02
1.52E-09,1749503152,1.36E-09,1749503152,-8.00E-11,-2.78E-02
1.54E-09,1749503152,1.36E-09,1749503152,-6.00E-11,-2.07E-02
1.53E-09,1749503152,1.36E-09,1749503152,-7.00E-11,-2.42E-02
1.53E-09,1749503152,1.36E-09,1749503152,-7.00E-11,-2.42E-02
1.53E-09,1749503152,1.36E-09,1749503152,-7.00E-11,-2.42E-02
1.54E-09,1749503152,1.36E-09,1749503153,-6.00E-11,-2.07E-02
1.53E-09,1749503153,1.36E-09,1749503153,-7.00E-11,-2.42E-02
1.53E-09,1749503153,1.36E-09,1749503153,-7.00E-11,-2.42E-02
1.53E-09,1749503153,1.36E-09,1749503153,-7.00E-11,-2.42E-02
1.53E-09,1749503153,1.37E-09,1749503153,-8.00E-11,-2.76E-02
1.53E-09,1749503153,1.37E-09,1749503153,-8.00E-11,-2.76E-02
1.54E-09,1749503153,1.37E-09,1749503153,-7.00E-11,-2.41E-02
1.53E-09,1749503153,1.37E-09,1749503153,-8.00E-11,-2.76E-02
1.54E-09,1749503153,1.37E-09,1749503153,-7.00E-11,-2.41E-02
1.53E-09,1749503153,1.37E-09,1749503153,-8.00E-11,-2.76E-02
1.53E-09,1749503153,1.37E-09,1749503153,-8.00E-11,-2.76E-02
1.54E-09,1749503153,1.37E-09,1749503153,-7.00E-11,-2.41E-02
1.53E-09,1749503153,1.37E-09,1749503153,-8.00E-11,-2.76E-02
1.53E-09,1749503153,1.37E-09,1749503153,-8.00E-11,-2.76E-02
1.53E-09,1749503153,1.37E-09,1749503153,-8.00E-11,-2.76E-02
1.53E-09,1749503153,1.37E-09,1749503154,-8.00E-11,-2.76E-02
1.54E-09,1749503154,1.37E-09,1749503154,-7.00E-11,-2.41E-02
1.53E-09,1749503154,1.36E-09,1749503154,-7.00E-11,-2.42E-02
1.53E-09,1749503154,1.36E-09,1749503154,-7.00E-11,-2.42E-02
1.53E-09,1749503154,1.36E-09,1749503154,-7.00E-11,-2.42E-02
1.53E-09,1749503154,1.36E-09,1749503154,-7.00E-11,-2.42E-02
1.53E-09,1749503154,1.36E-09,1749503154,-7.00E-11,-2.42E-02
1.53E-09,1749503154,1.36E-09,1749503154,-7.00E-11,-2.42E-02
1.54E-09,1749503154,1.36E-09,1749503154,-6.00E-11,-2.07E-02
1.55E-09,1749503154,1.36E-09,1749503154,-5.00E-11,-1.72E-02
1.53E-09,1749503154,1.36E-09,1749503154,-7.00E-11,-2.42E-02
1.53E-09,1749503154,1.36E-09,1749503154,-7.00E-11,-2.42E-02
1.54E-09,1749503154,1.36E-09,1749503154,-6.00E-11,-2.07E-02
1.54E-09,1749503154,1.36E-09,1749503154,-6.00E-11,-2.07E-02
1.54E-09,1749503154,1.36E-09,1749503154,-6.00E-11,-2.07E-02
1.54E-09,1749503154,1.36E-09,1749503155,-6.00E-11,-2.07E-02
1.54E-09,1749503155,1.36E-09,1749503155,-6.00E-11,-2.07E-02
1.54E-09,1749503155,1.36E-09,1749503155,-6.00E-11,-2.07E-02
1.55E-09,1749503155,1.36E-09,1749503155,-5.00E-11,-1.72E-02
1.54E-09,1749503155,1.36E-09,1749503155,-6.00E-11,-2.07E-02
1.54E-09,1749503155,1.36E-09,1749503155,-6.00E-11,-2.07E-02
1.55E-09,1749503155,1.35E-09,1749503155,-4.00E-11,-1.38E-02
1.55E-09,1749503155,1.35E-09,1749503155,-4.00E-11,-1.38E-02
1.54E-09,1749503155,1.35E-09,1749503155,-5.00E-11,-1.73E-02
1.55E-09,1749503155,1.35E-09,1749503155,-4.00E-11,-1.38E-02
1.54E-09,1749503155,1.35E-09,1749503155,-5.00E-11,-1.73E-02
1.54E-09,1749503155,1.35E-09,1749503155,-5.00E-11,-1.73E-02
1.54E-09,1749503155,1.35E-09,1749503155,-5.00E-11,-1.73E-02
1.54E-09,1749503155,1.35E-09,1749503155,-5.00E-11,-1.73E-02
1.54E-09,1749503155,1.35E-09,1749503155,-5.00E-11,-1.73E-02
1.54E-09,1749503155,1.35E-09,1749503156,-5.00E-11,-1.73E-02
1.54E-09,1749503156,1.35E-09,1749503156,-5.00E-11,-1.73E-02
1.55E-09,1749503156,1.35E-09,1749503156,-4.00E-11,-1.38E-02
1.55E-09,1749503156,1.35E-09,1749503156,-4.00E-11,-1.38E-02
1.56E-09,1749503156,1.35E-09,1749503156,-3.00E-11,-1.03E-02
1.55E-09,1749503156,1.35E-09,1749503156,-4.00E-11,-1.38E-02
1.55E-09,1749503156,1.35E-09,1749503156,-4.00E-11,-1.38E-02
1.55E-09,1749503156,1.35E-09,1749503156,-4.00E-11,-1.38E-02
1.55E-09,1749503156,1.35E-09,1749503156,-4.00E-11,-1.38E-02
1.55E-09,1749503156,1.35E-09,1749503156,-4.00E-11,-1.38E-02
1.55E-09,1749503156,1.35E-09,1749503156,-4.00E-11,-1.38E-02
1.55E-09,1749503156,1.35E-09,1749503156,-4.00E-11,-1.38E-02
1.56E-09,1749503156,1.35E-09,1749503156,-3.00E-11,-1.03E-02
1.55E-09,1749503156,1.34E-09,1749503156,-3.00E-11,-1.04E-02
1.56E-09,1749503156,1.34E-09,1749503156,-2.00E-11,-6.90E-03
1.56E-09,1749503156,1.34E-09,1749503157,-2.00E-11,-6.90E-03
1.56E-09,1749503157,1.34E-09,1749503157,-2.00E-11,-6.90E-03
1.56E-09,1749503157,1.34E-09,1749503157,-2.00E-11,-6.90E-03
1.57E-09,1749503157,1.34E-09,1749503157,-1.00E-11,-3.44E-03
1.57E-09,1749503157,1.34E-09,1749503157,-1.00E-11,-3.44E-03
1.56E-09,1749503157,1.34E-09,1749503157,-2.00E-11,-6.90E-03
1.57E-09,1749503157,1.34E-09,1749503157,-1.00E-11,-3.44E-03
1.57E-09,1749503157,1.35E-09,1749503157,-2.00E-11,-6.85E-03
1.56E-09,1749503157,1.35E-09,1749503157,-3.00E-11,-1.03E-02
1.57E-09,1749503157,1.35E-09,1749503157,-2.00E-11,-6.85E-03
1.57E-09,1749503157,1.35E-09,1749503157,-2.00E-11,-6.85E-03
1.56E-09,1749503157,1.35E-09,1749503157,-3.00E-11,-1.03E-02
1.56E-09,1749503157,1.36E-09,1749503157,-4.00E-11,-1.37E-02
1.56E-09,1749503157,1.36E-09,1749503157,-4.00E-11,-1.37E-02
1.56E-09,1749503157,1.36E-09,1749503157,-4.00E-11,-1.37E-02
1.56E-09,1749503157,1.36E-09,1749503158,-4.00E-11,-1.37E-02
1.55E-09,1749503158,1.36E-09,1749503158,-5.00E-11,-1.72E-02
1.56E-09,1749503158,1.36E-09,1749503158,-4.00E-11,-1.37E-02
1.56E-09,1749503158,1.36E-09,1749503158,-4.00E-11,-1.37E-02
1.56E-09,1749503158,1.36E-09,1749503158,-4.00E-11,-1.37E-02
1.56E-09,1749503158,1.36E-09,1749503158,-4.00E-11,-1.37E-02
1.56E-09,1749503158,1.36E-09,1749503158,-4.00E-11,-1.37E-02
1.56E-09,1749503158,1.36E-09,1749503158,-4.00E-11,-1.37E-02
1.56E-09,1749503158,1.36E-09,1749503158,-4.00E-11,-1.37E-02
1.56E-09,1749503158,1.36E-09,1749503158,-4.00E-11,-1.37E-02
1.56E-09,1749503158,1.36E-09,1749503158,-4.00E-11,-1.37E-02
1.56E-09,1749503158,1.37E-09,1749503158,-5.00E-11,-1.71E-02
1.56E-09,1749503158,1.37E-09,1749503158,-5.00E-11,-1.71E-02
1.56E-09,1749503158,1.37E-09,1749503158,-5.00E-11,-1.71E-02
1.56E-09,1749503158,1.37E-09,1749503159,-5.00E-11,-1.71E-02
1.57E-09,1749503158,1.37E-09,1749503159,-4.00E-11,-1.36E-02
1.56E-09,1749503159,1.37E-09,1749503159,-5.00E-11,-1.71E-02
1.56E-09,1749503159,1.37E-09,1749503159,-5.00E-11,-1.71E-02
1.57E-09,1749503159,1.37E-09,1749503159,-4.00E-11,-1.36E-02
1.56E-09,1749503159,1.37E-09,1749503159,-5.00E-11,-1.71E-02
1.57E-09,1749503159,1.37E-09,1749503159,-4.00E-11,-1.36E-02
1.57E-09,1749503159,1.37E-09,1749503159,-4.00E-11,-1.36E-02
1.58E-09,1749503159,1.37E-09,1749503159,-3.00E-11,-1.02E-02
1.58E-09,1749503159,1.37E-09,1749503159,-3.00E-11,-1.02E-02
1.58E-09,1749503159,1.37E-09,1749503159,-3.00E-11,-1.02E-02
1.58E-09,1749503159,1.37E-09,1749503159,-3.00E-11,-1.02E-02
1.57E-09,1749503159,1.37E-09,1749503159,-4.00E-11,-1.36E-02
1.58E-09,1749503159,1.37E-09,1749503159,-3.00E-11,-1.02E-02
1.58E-09,1749503159,1.37E-09,1749503159,-3.00E-11,-1.02E-02
1.58E-09,1749503159,1.37E-09,1749503160,-3.00E-11,-1.02E-02
1.58E-09,1749503160,1.37E-09,1749503160,-3.00E-11,-1.02E-02
1.58E-09,1749503160,1.37E-09,1749503160,-3.00E-11,-1.02E-02
1.58E-09,1749503160,1.37E-09,1749503160,-3.00E-11,-1.02E-02
1.58E-09,1749503160,1.37E-09,1749503160,-3.00E-11,-1.02E-02
1.58E-09,1749503160,1.37E-09,1749503160,-3.00E-11,-1.02E-02
1.57E-09,1749503160,1.37E-09,1749503160,-4.00E-11,-1.36E-02
1.57E-09,1749503160,1.37E-09,1749503160,-4.00E-11,-1.36E-02
1.58E-09,1749503160,1.37E-09,1749503160,-3.00E-11,-1.02E-02
1.58E-09,1749503160,1.37E-09,1749503160,-3.00E-11,-1.02E-02
1.58E-09,1749503160,1.37E-09,1749503160,-3.00E-11,-1.02E-02
1.58E-09,1749503160,1.37E-09,1749503160,-3.00E-11,-1.02E-02
1.58E-09,1749503160,1.37E-09,1749503160,-3.00E-11,-1.02E-02
1.59E-09,1749503160,1.37E-09,1749503160,-2.00E-11,-6.76E-03
1.58E-09,1749503160,1.36E-09,1749503160,-2.00E-11,-6.80E-03
1.58E-09,1749503160,1.36E-09,1749503161,-2.00E-11,-6.80E-03
1.58E-09,1749503161,1.36E-09,1749503161,-2.00E-11,-6.80E-03
1.58E-09,1749503161,1.36E-09,1749503161,-2.00E-11,-6.80E-03
1.59E-09,1749503161,1.36E-09,1749503161,-1.00E-11,-3.39E-03
1.59E-09,1749503161,1.35E-09,1749503161,0.00E+00,0.00E+00
1.59E-09,1749503161,1.35E-09,1749503161,0.00E+00,0.00E+00
1.59E-09,1749503161,1.35E-09,1749503161,0.00E+00,0.00E+00
1.59E-09,1749503161,1.35E-09,1749503161,0.00E+00,0.00E+00
1.60E-09,1749503161,1.35E-09,1749503161,1.00E-11,3.39E-03
1.59E-09,1749503161,1.34E-09,1749503161,1.00E-11,3.41E-03
1.59E-09,1749503161,1.34E-09,1749503161,1.00E-11,3.41E-03
1.59E-09,1749503161,1.34E-09,1749503161,1.00E-11,3.41E-03
1.59E-09,1749503161,1.34E-09,1749503161,1.00E-11,3.41E-03
1.60E-09,1749503161,1.33E-09,1749503161,3.00E-11,1.02E-02
1.59E-09,1749503161,1.33E-09,1749503162,2.00E-11,6.85E-03
1.59E-09,1749503161,1.33E-09,1749503162,2.00E-11,6.85E-03
1.60E-09,1749503162,1.33E-09,1749503162,3.00E-11,1.02E-02
1.59E-09,1749503162,1.33E-09,1749503162,2.00E-11,6.85E-03
