total diff,Equation,alpha(rad),beta(rad),gamma(rad)
0.014488233336507728,no equation,0.7853981633974483,4.71238898038469,0.2
0.00980969290023348,no equation,0.7853981633974483,4.729890889318337,0.2
0.005119134195573638,no equation,0.7853981633974483,4.747392798251985,0.2
0.0004223038237688437,no equation,0.7853981633974483,4.764894707185634,0.2
-0.00427504393025635,no equation,0.7853981633974483,4.782396616119281,0.2
-0.008967154147710321,no equation,0.7853981633974483,4.799898525052929,0.2
-0.013648278326529706,no equation,0.7853981633974483,4.817400433986577,0.2
-0.01831268142410869,no equation,0.7853981633974483,4.834902342920225,0.2
-0.022954648883543705,no equation,0.7853981633974483,4.852404251853873,0.2
-0.027568493634777536,no equation,0.7853981633974483,4.8699061607875205,0.2
-0.03214856306206881,no equation,0.7853981633974483,4.887408069721168,0.2
-0.036689245929248715,no equation,0.7853981633974483,4.904909978654816,0.2
-0.04118497925428555,no equation,0.7853981633974483,4.922411887588464,0.2
-0.04563025512472463,no equation,0.7853981633974483,4.939913796522112,0.2
-0.05001962744566846,no equation,0.7853981633974483,4.95741570545576,0.2
-0.05434771861201382,no equation,0.7853981633974483,4.974917614389408,0.2
-0.05860922609678454,no equation,0.7853981633974483,4.992419523323056,0.2
-0.06279892894747974,no equation,0.7853981633974483,5.009921432256704,0.2
-0.0669116941824841,no equation,0.7853981633974483,5.027423341190351,0.2
-0.07094248307969775,no equation,0.7853981633974483,5.044925250123999,0.2
-0.07488635734969018,no equation,0.7853981633974483,5.062427159057647,0.2
-0.07873848518580495,no equation,0.7853981633974483,5.079929067991295,0.2
-0.08249414718380887,no equation,0.7853981633974483,5.097430976924943,0.2
-0.0861487421238365,no equation,0.7853981633974483,5.1149328858585905,0.2
-0.08969779260753491,no equation,0.7853981633974483,5.132434794792239,0.2
-0.09313695054351545,no equation,0.7853981633974483,5.149936703725887,0.2
-0.09646200247438264,no equation,0.7853981633974483,5.167438612659534,0.2
-0.09966887473881991,no equation,0.7853981633974483,5.184940521593182,0.2
-0.1027536384624021,no equation,0.7853981633974483,5.20244243052683,0.2
-0.10571251437102641,no equation,0.7853981633974483,5.219944339460477,0.2
-0.10854187742105953,no equation,0.7853981633974483,5.237446248394126,0.2
-0.1112382612405326,no equation,0.7853981633974483,5.254948157327774,0.2
-0.11379836237593904,no equation,0.7853981633974483,5.272450066261421,0.2
-0.11621904433943359,no equation,0.7853981633974483,5.28995197519507,0.2
-0.11849734145147861,no equation,0.7853981633974483,5.3074538841287175,0.2
-0.12063046247422021,no equation,0.7853981633974483,5.324955793062365,0.2
-0.12261579403115269,no equation,0.7853981633974483,5.342457701996013,0.2
-0.12445090380887792,no equation,0.7853981633974483,5.359959610929661,0.2
-0.12613354353703116,no equation,0.7853981633974483,5.377461519863308,0.2
-0.1276616517427345,no equation,0.7853981633974483,5.394963428796957,0.2
-0.08759328453145114,no equation,0.7853981633974483,5.4124653377306045,0.2
-0.02213506318583673,no equation,0.7853981633974483,5.429967246664252,0.2
0.04335027675898718,no equation,0.7853981633974483,5.447469155597901,0.2
0.10878250645193996,no equation,0.7853981633974483,5.464971064531548,0.2
0.13292544285094804,no equation,0.7853981633974483,5.482472973465196,0.2
0.13349382042496588,no equation,0.7853981633974483,5.499974882398844,0.2
0.13389864909098287,no equation,0.7853981633974483,5.517476791332491,0.2
0.13413943287633007,no equation,0.7853981633974483,5.534978700266139,0.2
0.1342158767866405,no equation,0.7853981633974483,5.552480609199788,0.2
0.13412788716725657,no equation,0.7853981633974483,5.569982518133435,0.2
0.13387557181796994,no equation,0.7853981633974483,5.587484427067084,0.2
0.13345923986095526,no equation,0.7853981633974483,5.6049863360007315,0.2
0.1328794013620454,no equation,0.7853981633974483,5.622488244934379,0.2
0.13213676670583463,no equation,0.7853981633974483,5.639990153868027,0.2
0.13123224572535214,no equation,0.7853981633974483,5.6574920628016745,0.2
0.13016694658738887,no equation,0.7853981633974483,5.674993971735322,0.2
0.12894217443483635,no equation,0.7853981633974483,5.692495880668971,0.2
0.1275594297876994,no equation,0.7853981633974483,5.709997789602618,0.2
0.1260204067047468,no equation,0.7853981633974483,5.727499698536266,0.2
0.12432699070804831,no equation,0.7853981633974483,5.745001607469914,0.2
0.12248125647294272,no equation,0.7853981633974483,5.762503516403562,0.2
0.12048546528626403,no equation,0.7853981633974483,5.78000542533721,0.2
0.11834206227594524,no equation,0.7853981633974483,5.797507334270858,0.2
0.11605367341538853,no equation,0.7853981633974483,5.815009243204505,0.2
0.11362310230627326,no equation,0.7853981633974483,5.832511152138153,0.2
0.11105332674374768,no equation,0.7853981633974483,5.8500130610718015,0.2
0.10834749506820474,F = 6434.59*Sdiff + -4171.85,0.7853981633974483,5.867514970005449,0.2
0.10550892230811837,F = 6609.81*Sdiff + -4435.06,0.7853981633974483,5.885016878939097,0.2
0.10254108611866108,F = 6803.35*Sdiff + -4713.32,0.7853981633974483,5.902518787872745,0.2
0.09944762252108419,F = 7017.35*Sdiff + -5008.69,0.7853981633974483,5.920020696806393,0.2
0.09623232144807292,F = 7254.35*Sdiff + -5323.58,0.7853981633974483,5.937522605740041,0.2
0.09289912210054141,F = 7517.36*Sdiff + -5660.84,0.7853981633974483,5.955024514673688,0.2
0.0894521081215498,F = 7809.98*Sdiff + -6023.84,0.7853981633974483,5.972526423607336,0.2
0.08589550259326306,F = 8136.53*Sdiff + -6416.63,0.7853981633974483,5.990028332540984,0.2
0.08223366286307354,F = 8502.29*Sdiff + -6844.11,0.7853981633974483,6.007530241474632,0.2
0.07847107520523144,F = 8913.7*Sdiff + -7312.25,0.7853981633974483,6.02503215040828,0.2
0.07461234932452177,F = 9378.76*Sdiff + -7828.44,0.7853981633974483,6.042534059341928,0.2
0.07066221270871875,F = 9907.48*Sdiff + -8401.88,0.7853981633974483,6.060035968275576,0.2
0.06662550483674323,F = 10512.6*Sdiff + -9044.26,0.7853981633974483,6.077537877209224,0.2
0.06250717124961136,F = 11210.4*Sdiff + -9770.6,0.7853981633974483,6.095039786142872,0.2
0.05831225749144586,F = 12022.3*Sdiff + -10600.5,0.7853981633974483,6.112541695076519,0.2
0.05404590292796452,F = 12976.9*Sdiff + -11560.2,0.7853981633974483,6.130043604010167,0.2
0.04971333445002857,F = 14113.2*Sdiff + -12685.1,0.7853981633974483,6.147545512943815,0.2
0.04531986006995792,F = 15485.4*Sdiff + -14025.1,0.7853981633974483,6.165047421877463,0.2
0.04087086241846094,F = 17171.8*Sdiff + -15651.7,0.7853981633974483,6.182549330811111,0.2
0.0363717921501463,F = 19289*Sdiff + -17671,0.7853981633974483,6.2000512397447585,0.2
0.03182816126569776,F = 22017.5*Sdiff + -20248.1,0.7853981633974483,6.217553148678407,0.2
0.02724553635888849,F = 25651.6*Sdiff + -23650.9,0.7853981633974483,6.235055057612055,0.2
0.022629531796712232,F = 30698*Sdiff + -28341,0.7853981633974483,6.252556966545702,0.2
0.017985802840986054,no equation,0.7853981633974483,6.27005887547935,0.2
0.013320038719850547,no equation,0.7853981633974483,6.287560784412998,0.2
0.008637955657656904,no equation,0.7853981633974483,6.305062693346645,0.2
0.003945289871778224,no equation,0.7853981633974483,6.322564602280294,0.2
-0.0007522094550700409,no equation,0.7853981633974483,6.340066511213942,0.2
-0.005448787218399365,no equation,0.7853981633974483,6.357568420147589,0.2
-0.01013868944276608,no equation,0.7853981633974483,6.375070329081238,0.2
-0.014816170331211409,no equation,0.7853981633974483,6.3925722380148855,0.2
-0.019475499304678845,no equation,0.7853981633974483,6.410074146948533,0.2
-0.024110968022788226,no equation,0.7853981633974483,6.427576055882181,0.2
-0.028716897377364048,no equation,0.7853981633974483,6.4450779648158285,0.2
-0.03328764445015153,no equation,0.7853981633974483,6.462579873749477,0.2
-0.03781760942619117,no equation,0.7853981633974483,6.480081782683125,0.2
-0.04230124245439082,no equation,0.7853981633974483,6.497583691616772,0.2
-0.04673305044688092,no equation,0.7853981633974483,6.51508560055042,0.2
-0.05110760380882895,no equation,0.7853981633974483,6.532587509484069,0.2
-0.0554195430904626,no equation,0.7853981633974483,6.550089418417716,0.2
-0.05966358555316098,no equation,0.7853981633974483,6.567591327351364,0.2
-0.06383453164155817,no equation,0.7853981633974483,6.585093236285012,0.2
-0.06792727135373855,no equation,0.7853981633974483,6.602595145218659,0.2
-0.07193679050171564,no equation,0.7853981633974483,6.620097054152308,0.2
-0.07585817685452545,no equation,0.7853981633974483,6.6375989630859555,0.2
-0.07968662615640587,no equation,0.7853981633974483,6.655100872019603,0.2
-0.08341744801269602,no equation,0.7853981633974483,6.672602780953252,0.2
-0.0870460716362339,no equation,0.7853981633974483,6.690104689886899,0.2
-0.09056805144722252,no equation,0.7853981633974483,6.707606598820547,0.2
-0.09397907251969523,no equation,0.7853981633974483,6.725108507754195,0.2
-0.0972749558679149,no equation,0.7853981633974483,6.7426104166878424,0.2
-0.10045166356622487,no equation,0.7853981633974483,6.76011232562149,0.2
-0.10350530369608202,no equation,0.7853981633974483,6.777614234555138,0.2
-0.10643213511421012,no equation,0.7853981633974483,6.795116143488786,0.2
-0.1092285720360332,no equation,0.7853981633974483,6.812618052422434,0.2
-0.1118911884287695,no equation,0.7853981633974483,6.830119961356083,0.2
-0.11441672220881066,no equation,0.7853981633974483,6.84762187028973,0.2
-0.11680207923823721,no equation,0.7853981633974483,6.865123779223378,0.2
-0.11904433711557608,no equation,0.7853981633974483,6.882625688157026,0.2
-0.12114074875616018,no equation,0.7853981633974483,6.900127597090673,0.2
-0.12308874575769618,no equation,0.7853981633974483,6.917629506024321,0.2
-0.12488594154692247,no equation,0.7853981633974483,6.9351314149579695,0.2
-0.12653013430350074,no equation,0.7853981633974483,6.952633323891617,0.2
-0.12801930965756086,no equation,0.7853981633974483,6.970135232825265,0.2
-0.07123565875373869,no equation,0.7853981633974483,6.987637141758913,0.2
-0.0057631364406467295,no equation,0.7853981633974483,7.005139050692561,0.2
0.05971644653389335,no equation,0.7853981633974483,7.022640959626209,0.2
0.12512286837191589,no equation,0.7853981633974483,7.040142868559856,0.2
0.1330828352904495,no equation,0.7853981633974483,7.057644777493504,0.2
0.13361038310537043,no equation,0.7853981633974483,7.075146686427152,0.2
0.13397423920643636,no equation,0.7853981633974483,7.0926485953608,0.2
0.13417395781819422,no equation,0.7853981633974483,7.110150504294448,0.2
0.13420929425695344,no equation,0.7853981633974483,7.1276524132280965,0.2
0.13408020523055297,no equation,0.7853981633974483,7.145154322161744,0.2
0.13378684889140113,no equation,0.7853981633974483,7.162656231095392,0.2
0.13332958464271888,no equation,0.7853981633974483,7.1801581400290395,0.2
0.13270897269821663,no equation,0.7853981633974483,7.197660048962687,0.2
0.131925773395755,no equation,0.7853981633974483,7.215161957896335,0.2
0.1309809462658224,no equation,0.7853981633974483,7.2326638668299825,0.2
0.1298756488559729,no equation,0.7853981633974483,7.250165775763631,0.2
0.12861123531266688,no equation,0.7853981633974483,7.267667684697279,0.2
0.1271892547222484,no equation,0.7853981633974483,7.285169593630927,0.2
0.12561144921309464,no equation,0.7853981633974483,7.302671502564575,0.2
0.12387975182126187,no equation,0.7853981633974483,7.320173411498223,0.2
0.12199628412223928,no equation,0.7853981633974483,7.33767532043187,0.2
0.11996335363171884,no equation,0.7853981633974483,7.355177229365518,0.2
0.11778345097856002,no equation,0.7853981633974483,7.372679138299166,0.2
0.11545924685341702,no equation,0.7853981633974483,7.390181047232813,0.2
0.11299358873676013,no equation,0.7853981633974483,7.407682956166462,0.2
0.11038949741030935,F = 6314.09*Sdiff + -3983.23,0.7853981633974483,7.4251848651001096,0.2
0.10765016325614662,F = 6476.78*Sdiff + -4236.34,0.7853981633974483,7.442686774033758,0.2
0.10477894234804597,F = 6656.4*Sdiff + -4503.14,0.7853981633974483,7.460188682967406,0.2
0.10177935233980218,F = 6854.84*Sdiff + -4785.47,0.7853981633974483,7.4776905919010535,0.2
0.09865506815560898,F = 7074.34*Sdiff + -5085.48,0.7853981633974483,7.495192500834701,0.2
0.09540991748775185,F = 7317.54*Sdiff + -5405.67,0.7853981633974483,7.512694409768349,0.2
0.09204787610714082,F = 7587.58*Sdiff + -5749.03,0.7853981633974483,7.5301963187019965,0.2
0.08857306299242862,F = 7888.24*Sdiff + -6119.07,0.7853981633974483,7.547698227635644,0.2
0.08498973528367282,F = 8224.06*Sdiff + -6520.04,0.7853981633974483,7.565200136569293,0.2
0.08130228306673559,F = 8600.58*Sdiff + -6957.07,0.7853981633974483,7.58270204550294,0.2
0.07751522399480504,F = 9024.58*Sdiff + -7436.47,0.7853981633974483,7.600203954436589,0.2
0.07363319775362687,F = 9504.53*Sdiff + -7966.02,0.7853981633974483,7.617705863370237,0.2
0.06966096037722957,F = 10051*Sdiff + -8555.49,0.7853981633974483,7.635207772303884,0.2
0.06560337842110742,F = 10677.6*Sdiff + -9217.3,0.7853981633974483,7.652709681237532,0.2
0.0614654229999978,F = 11401.7*Sdiff + -9967.48,0.7853981633974483,7.67021159017118,0.2
0.05725216369755881,F = 12246.3*Sdiff + -10827.1,0.7853981633974483,7.687713499104827,0.2
0.05296876235540848,F = 13242.1*Sdiff + -11824.2,0.7853981633974483,7.705215408038475,0.2
0.04862046674913523,F = 14431.5*Sdiff + -12997.6,0.7853981633974483,7.7227173169721235,0.2
0.04421260415902739,F = 15873.8*Sdiff + -14401.5,0.7853981633974483,7.740219225905771,0.2
0.03975057484339495,F = 17655*Sdiff + -16114.5,0.7853981633974483,7.75772113483942,0.2
0.03523984542248926,F = 19904.8*Sdiff + -18254.8,0.7853981633974483,7.775223043773067,0.2
0.03068594218111287,F = 22826.1*Sdiff + -21007.6,0.7853981633974483,7.792724952706715,0.2
0.02609444429813612,F = 26754*Sdiff + -24678.4,0.7853981633974483,7.810226861640363,0.2
0.02147097701121048,F = 32275*Sdiff + -29800.8,0.7853981633974483,7.82772877057401,0.2
0.016821204725051775,no equation,0.7853981633974483,7.845230679507658,0.2
0.012150824071739286,no equation,0.7853981633974483,7.862732588441307,0.2
0.00746555693153228,no equation,0.7853981633974483,7.880234497374954,0.2
0.002771143422752864,no equation,0.7853981633974483,7.897736406308602,0.2
-0.001926665130675742,no equation,0.7853981633974483,7.9152383152422505,0.2
-0.006622113245417283,no equation,0.7853981633974483,7.932740224175898,0.2
-0.011309448330008687,no equation,0.7853981633974483,7.950242133109546,0.2
-0.01598292773260246,no equation,0.7853981633974483,7.9677440420431935,0.2
-0.02063682577653081,no equation,0.7853981633974483,7.985245950976841,0.2
-0.025265440775074532,no equation,0.7853981633974483,8.002747859910489,0.2
-0.02986310201683995,no equation,0.7853981633974483,8.020249768844138,0.2
-0.03442417671318343,no equation,0.7853981633974483,8.037751677777784,0.2
-0.038943076899184415,no equation,0.7853981633974483,8.055253586711434,0.2
-0.04341426627969025,no equation,0.7853981633974483,8.072755495645081,0.2
-0.04783226701206844,no equation,0.7853981633974483,8.090257404578729,0.2
-0.05219166641734296,no equation,0.7853981633974483,8.107759313512377,0.2
-0.056487123611493995,no equation,0.7853981633974483,8.125261222446024,0.2
-0.060713376048800116,no equation,0.7853981633974483,8.142763131379672,0.2
-0.06486524596920595,no equation,0.7853981633974483,8.16026504031332,0.2
-0.06893764674181357,no equation,0.7853981633974483,8.17776694924697,0.2
-0.07292558909672842,no equation,0.7853981633974483,8.195268858180615,0.2
-0.07682418723762552,no equation,0.7853981633974483,8.212770767114264,0.2
-0.08062866482754272,no equation,0.7853981633974483,8.230272676047912,0.2
-0.08433436084057333,no equation,0.7853981633974483,8.24777458498156,0.2
-0.08793673527228651,no equation,0.7853981633974483,8.265276493915207,0.2
-0.09143137470187535,no equation,0.7853981633974483,8.282778402848855,0.2
-0.09481399769922866,no equation,0.7853981633974483,8.300280311782503,0.2
-0.09808046007028753,no equation,0.7853981633974483,8.31778222071615,0.2
-0.10122675993427566,no equation,0.7853981633974483,8.3352841296498,0.2
-0.10424904262656925,no equation,0.7853981633974483,8.352786038583446,0.2
-0.10714360542121126,no equation,0.7853981633974483,8.370287947517095,0.2
-0.10990690206727688,no equation,0.7853981633974483,8.387789856450743,0.2
-0.11253554713353353,no equation,0.7853981633974483,8.40529176538439,0.2
-0.11502632015607736,no equation,0.7853981633974483,8.422793674318038,0.2
-0.11737616958385799,no equation,0.7853981633974483,8.440295583251686,0.2
-0.11958221651726342,no equation,0.7853981633974483,8.457797492185334,0.2
-0.12164175823518003,no equation,0.7853981633974483,8.475299401118981,0.2
-0.12355227150621105,no equation,0.7853981633974483,8.49280131005263,0.2
-0.1253114156799935,no equation,0.7853981633974483,8.510303218986277,0.2
-0.1269170355548292,no equation,0.7853981633974483,8.527805127919926,0.2
-0.12028716061096228,no equation,0.7853981633974483,8.545307036853574,0.2
-0.05487257784079159,no equation,0.7853981633974483,8.562808945787221,0.2
0.01060923163812516,no equation,0.7853981633974483,8.580310854720869,0.2
0.07607804330003692,no equation,0.7853981633974483,8.597812763654517,0.2
0.1325801330254036,no equation,0.7853981633974483,8.615314672588164,0.2
0.13323003641738493,no equation,0.7853981633974483,8.632816581521812,0.2
0.1337167140742751,no equation,0.7853981633974483,8.650318490455462,0.2
0.1340395697467557,no equation,0.7853981633974483,8.667820399389107,0.2
0.13419820789073036,no equation,0.7853981633974483,8.685322308322757,0.2
0.1341924341519194,no equation,0.7853981633974483,8.702824217256405,0.2
0.13402225560397402,no equation,0.7853981633974483,8.720326126190052,0.2
0.13368788073980842,no equation,0.7853981633974483,8.7378280351237,0.2
0.13318971921616796,no equation,0.7853981633974483,8.755329944057348,0.2
0.13252838135173833,no equation,0.7853981633974483,8.772831852990997,0.2
0.13170467737942282,no equation,0.7853981633974483,8.790333761924643,0.2
0.13071961645368785,no equation,0.7853981633974483,8.807835670858292,0.2
0.12957440541420778,no equation,0.7853981633974483,8.825337579791938,0.2
0.12827044730731246,no equation,0.7853981633974483,8.842839488725588,0.2
0.12680933966705976,no equation,0.7853981633974483,8.860341397659235,0.2
0.12519287255802458,no equation,0.7853981633974483,8.877843306592883,0.2
0.12342302638221914,no equation,0.7853981633974483,8.89534521552653,0.2
0.12150196945281633,no equation,0.7853981633974483,8.912847124460178,0.2
0.11943205533765877,no equation,0.7853981633974483,8.930349033393828,0.2
0.11721581997580566,no equation,0.7853981633974483,8.947850942327474,0.2
0.11485597857064211,no equation,0.7853981633974483,8.965352851261123,0.2
0.11235542226337458,no equation,0.7853981633974483,8.982854760194769,0.2
0.10971721459096684,F = 6353.27*Sdiff + -4045.31,0.7853981633974483,9.000356669128418,0.2
0.10694458773287585,F = 6520.03*Sdiff + -4301.69,0.7853981633974483,9.017858578062066,0.2
0.10404093855116914,F = 6704.16*Sdiff + -4572.19,0.7853981633974483,9.035360486995714,0.2
0.10100982442888862,F = 6907.64*Sdiff + -4858.72,0.7853981633974483,9.052862395929361,0.2
0.09785495891174834,F = 7132.8*Sdiff + -5163.53,0.7853981633974483,9.07036430486301,0.2
0.09458020715851356,F = 7382.4*Sdiff + -5489.21,0.7853981633974483,9.087866213796659,0.2
0.09118958120563458,F = 7659.72*Sdiff + -5838.88,0.7853981633974483,9.105368122730304,0.2
0.087687235051926,F = 7968.71*Sdiff + -6216.23,0.7853981633974483,9.122870031663954,0.2
0.08407745956933388,F = 8314.14*Sdiff + -6625.69,0.7853981633974483,9.1403719405976,0.2
0.08036467724600282,F = 8701.83*Sdiff + -7072.68,0.7853981633974483,9.15787384953125,0.2
0.07655343676810245,F = 9138.95*Sdiff + -7563.81,0.7853981633974483,9.175375758464897,0.2
0.07264840744703838,F = 9634.44*Sdiff + -8107.34,0.7853981633974483,9.192877667398545,0.2
0.06865437349888215,F = 10199.6*Sdiff + -8713.61,0.7853981633974483,9.210379576332192,0.2
0.06457622818302755,F = 10848.7*Sdiff + -9395.84,0.7853981633974483,9.22788148526584,0.2
0.06041896780724998,F = 11600.5*Sdiff + -10171.2,0.7853981633974483,9.24538339419949,0.2
0.056187685606522875,F = 12479.6*Sdiff + -11062.2,0.7853981633974483,9.262885303133135,0.2
0.05188756550307572,F = 13519.4*Sdiff + -12099.3,0.7853981633974483,9.280387212066785,0.2
0.047523875755357325,F = 14765.6*Sdiff + -13324.4,0.7853981633974483,9.29788912100043,0.2
0.04310196250366616,F = 16283.2*Sdiff + -14797,0.7853981633974483,9.31539102993408,0.2
0.03862724322037203,F = 18167.2*Sdiff + -16603.7,0.7853981633974483,9.332892938867728,0.2
0.03410520007273954,F = 20561.9*Sdiff + -18876.3,0.7853981633974483,9.350394847801375,0.2
0.029541373206495303,F = 23696.4*Sdiff + -21823.5,0.7853981633974483,9.367896756735023,0.2
0.024941353958361057,F = 27953.7*Sdiff + -25794.5,0.7853981633974483,9.38539866566867,0.2
0.02031077800587089,no equation,0.7853981633974483,9.40290057460232,0.2
0.015655318462868606,no equation,0.7853981633974483,9.420402483535966,0.2
0.010980678929129573,no equation,0.7853981633974483,9.437904392469616,0.2
0.006292586502648856,no equation,0.7853981633974483,9.455406301403261,0.2
0.0015967847631239707,no equation,0.7853981633974483,9.47290821033691,0.2
-0.0031009732647402366,no equation,0.7853981633974483,9.490410119270559,0.2
-0.007794932159509327,no equation,0.7853981633974483,9.507912028204206,0.2
-0.01247934115422622,no equation,0.7853981633974483,9.525413937137854,0.2
-0.01714846118191926,no equation,0.7853981633974483,9.542915846071502,0.2
-0.02179657190677564,no equation,0.7853981633974483,9.560417755005151,0.2
-0.026417978732363512,no equation,0.7853981633974483,9.577919663938799,0.2
-0.031007019778324985,no equation,0.7853981633974483,9.595421572872445,0.2
-0.03555807281698542,no equation,0.7853981633974483,9.612923481806094,0.2
-0.04006556216137536,no equation,0.7853981633974483,9.630425390739742,0.2
-0.04452396549624793,no equation,0.7853981633974483,9.64792729967339,0.2
-0.04892782064369405,no equation,0.7853981633974483,9.665429208607037,0.2
-0.05327173225508941,no equation,0.7853981633974483,9.682931117540685,0.2
-0.05755037842116428,no equation,0.7853981633974483,9.700433026474334,0.2
-0.06175851719209513,no equation,0.7853981633974483,9.71793493540798,0.2
-0.06589099299964463,no equation,0.7853981633974483,9.73543684434163,0.2
-0.06994274297345915,no equation,0.7853981633974483,9.752938753275275,0.2
-0.07390880314380954,no equation,0.7853981633974483,9.770440662208925,0.2
-0.0777843145231566,no equation,0.7853981633974483,9.787942571142572,0.2
-0.08156452905910372,no equation,0.7853981633974483,9.80544448007622,0.2
-0.08524481545143514,no equation,0.7853981633974483,9.822946389009868,0.2
-0.0888206648261165,no equation,0.7853981633974483,9.840448297943515,0.2
-0.09228769625930833,no equation,0.7853981633974483,9.857950206877165,0.2
-0.09564166214461778,no equation,0.7853981633974483,9.87545211581081,0.2
-0.09887845339702411,no equation,0.7853981633974483,9.89295402474446,0.2
-0.10199410448708779,no equation,0.7853981633974483,9.910455933678106,0.2
-0.10498479829929225,no equation,0.7853981633974483,9.927957842611756,0.2
-0.10784687080854816,no equation,0.7853981633974483,9.945459751545403,0.2
-0.1105768155691485,no equation,0.7853981633974483,9.962961660479051,0.2
-0.11317128801066301,no equation,0.7853981633974483,9.980463569412699,0.2
-0.11562710953551164,no equation,0.7853981633974483,9.997965478346346,0.2
-0.11794127141319657,no equation,0.7853981633974483,10.015467387279996,0.2
-0.12011093846642773,no equation,0.7853981633974483,10.032969296213642,0.2
-0.1221334525446176,no equation,0.7853981633974483,10.050471205147291,0.2
-0.12400633578049165,no equation,0.7853981633974483,10.067973114080937,0.2
-0.12572729362582913,no equation,0.7853981633974483,10.085475023014586,0.2
-0.12729421766261412,no equation,0.7853981633974483,10.102976931948234,0.2
-0.10394420252795977,no equation,0.7853981633974483,10.120478840881882,0.2
-0.03850529485632441,no equation,0.7853981633974483,10.13798074981553,0.2
0.02698078727556725,no equation,0.7853981633974483,10.155482658749177,0.2
0.09243381410736223,no equation,0.7853981633974483,10.172984567682827,0.2
0.13275787115179083,no equation,0.7853981633974483,10.190486476616472,0.2
0.1333670349592816,no equation,0.7853981633974483,10.207988385550122,0.2
0.13381280518899058,no equation,0.7853981633974483,10.225490294483768,0.2
0.13409463570901453,no equation,0.7853981633974483,10.242992203417417,0.2
0.13421218123689982,no equation,0.7853981633974483,10.260494112351065,0.2
0.13416529776266417,no equation,0.7853981633974483,10.277996021284713,0.2
0.13395404272522832,no equation,0.7853981633974483,10.29549793021836,0.2
0.13357867494204712,no equation,0.7853981633974483,10.312999839152008,0.2
0.1330396542920177,no equation,0.7853981633974483,10.330501748085657,0.2
0.13233764115206492,no equation,0.7853981633974483,10.348003657019303,0.2
0.1314734955880874,no equation,0.7853981633974483,10.365505565952953,0.2
0.1304482763012501,no equation,0.7853981633974483,10.383007474886599,0.2
0.1292632393309292,no equation,0.7853981633974483,10.400509383820248,0.2
0.12791983651588246,no equation,0.7853981633974483,10.418011292753896,0.2
0.12641971371554134,no equation,0.7853981633974483,10.435513201687543,0.2
0.12476470879359902,no equation,0.7853981633974483,10.453015110621191,0.2
0.12295684936636708,no equation,0.7853981633974483,10.470517019554839,0.2
0.12099835031865547,no equation,0.7853981633974483,10.488018928488488,0.2
0.11889161109022595,no equation,0.7853981633974483,10.505520837422134,0.2
0.11663921273613431,no equation,0.7853981633974483,10.523022746355783,0.2
0.1142439147645744,no equation,0.7853981633974483,10.54052465528943,0.2
0.11170865175608524,no equation,0.7853981633974483,10.558026564223079,0.2
0.1090365297682756,F = 6393.43*Sdiff + -4108.18,0.7853981633974483,10.575528473156727,0.2
0.10623082253045879,F = 6564.36*Sdiff + -4367.92,0.7853981633974483,10.593030382090374,0.2
0.10329496743287114,F = 6753.13*Sdiff + -4642.24,0.7853981633974483,10.610532291024022,0.2
0.10023256131537928,F = 6961.8*Sdiff + -4933.12,0.7853981633974483,10.62803419995767,0.2
0.09704735606083992,F = 7192.79*Sdiff + -5242.88,0.7853981633974483,10.645536108891319,0.2
0.09374325399851136,F = 7448.99*Sdiff + -5574.25,0.7853981633974483,10.663038017824965,0.2
0.09032430312314244,F = 7733.82*Sdiff + -5930.47,0.7853981633974483,10.680539926758614,0.2
0.08679469213560775,F = 8051.44*Sdiff + -6315.39,0.7853981633974483,10.69804183569226,0.2
0.08315874531114797,F = 8406.84*Sdiff + -6733.68,0.7853981633974483,10.71554374462591,0.2
0.07942091720152433,F = 8806.16*Sdiff + -7191.03,0.7853981633974483,10.733045653559557,0.2
0.07558578717755404,F = 9256.96*Sdiff + -7694.42,0.7853981633974483,10.750547562493205,0.2
0.0716580538187328,F = 9768.69*Sdiff + -8252.56,0.7853981633974483,10.768049471426853,0.2
0.06764252915680691,F = 10353.3*Sdiff + -8876.45,0.7853981633974483,10.7855513803605,0.2
0.06354413278034854,F = 11026.2*Sdiff + -9580.17,0.7853981633974483,10.80305328929415,0.2
0.05936788580756347,F = 11807.2*Sdiff + -10382,0.7853981633974483,10.820555198227796,0.2
0.05511890473470238,F = 12723*Sdiff + -11306.3,0.7853981633974483,10.838057107161445,0.2
0.05080239516763241,F = 13809.4*Sdiff + -12386,0.7853981633974483,10.855559016095093,0.2
0.04642364544422328,F = 15116.4*Sdiff + -13666.5,0.7853981633974483,10.87306092502874,0.2
0.04198802015538616,F = 16715.2*Sdiff + -15213.1,0.7853981633974483,10.890562833962388,0.2
0.03750095357268446,F = 18710.9*Sdiff + -17121.7,0.7853981633974483,10.908064742896036,0.2
0.03296794299058048,F = 21264.6*Sdiff + -19539.3,0.7853981633974483,10.925566651829683,0.2
0.02839454199146685,F = 24635.5*Sdiff + -22702.1,0.7853981633974483,10.943068560763331,0.2
0.02378635364173909,F = 29263.4*Sdiff + -27010.9,0.7853981633974483,10.96057046969698,0.2
0.019149023627244022,no equation,0.7853981633974483,10.978072378630626,0.2
0.014488233336507839,no equation,0.7853981633974483,10.995574287564276,0.2
