Equation,alpha(rad),beta(rad),gamma(rad)
F = 7141.69*Sdiff + 129.78,2.1527347988386882,5.499974882398844,6.265683398245938
F = 4104.81*Sdiff + -11.6578,2.170236707772336,10.207988385550122,0.01750190893364787
F = 4104.81*Sdiff + -11.6578,2.170236707772336,10.978072378630626,0.7875859020141542
F = 6839.77*Sdiff + 130.087,2.170236707772336,4.729890889318337,5.495599405165431
F = 6839.77*Sdiff + 130.087,2.170236707772336,5.499974882398844,6.265683398245938
F = 3944.08*Sdiff + 2.78141,2.187738616705984,10.207988385550122,0.01750190893364787
F = 2717.45*Sdiff + -36.7065,2.187738616705984,8.632816581521812,0.05250572680094361
F = 3944.08*Sdiff + 2.78141,2.187738616705984,10.978072378630626,0.7875859020141542
F = 2717.45*Sdiff + -36.7065,2.187738616705984,10.943068560763331,2.3627577060424625
F = 6654.16*Sdiff + 128.761,2.187738616705984,4.729890889318337,5.495599405165431
F = 6654.16*Sdiff + 128.761,2.187738616705984,5.499974882398844,6.265683398245938
F = 3873.19*Sdiff + 15.1328,2.2052405256396317,10.207988385550122,0.01750190893364787
F = 2686.26*Sdiff + -21.3816,2.2052405256396317,8.632816581521812,0.05250572680094361
F = 3873.19*Sdiff + 15.1328,2.2052405256396317,10.978072378630626,0.7875859020141542
F = 2686.26*Sdiff + -21.3816,2.2052405256396317,10.943068560763331,2.3627577060424625
F = 1262.55*Sdiff + -58.4752,2.2052405256396317,7.67021159017118,2.3802596149761106
F = 1262.55*Sdiff + -58.4752,2.2052405256396317,8.615314672588164,3.3253626973930954
F = 6586.65*Sdiff + 125.552,2.2052405256396317,4.729890889318337,5.495599405165431
F = 6586.65*Sdiff + 125.552,2.2052405256396317,5.499974882398844,6.265683398245938
F = 3903.41*Sdiff + 24.6955,2.22274243457328,10.207988385550122,0.01750190893364787
F = 2725.23*Sdiff + -8.364,2.22274243457328,8.632816581521812,0.05250572680094361
F = 681.923*Sdiff + -68.213,2.22274243457328,6.882625688157026,0.6300687216113233
F = 3903.41*Sdiff + 24.6955,2.22274243457328,10.978072378630626,0.7875859020141542
F = 695.41*Sdiff + -62.7056,2.22274243457328,8.545307036853574,2.0652252541704486
F = 671.619*Sdiff + -66.7588,2.22274243457328,5.342457701996013,2.170236707772336
F = 2725.23*Sdiff + -8.364,2.22274243457328,10.943068560763331,2.3627577060424625
F = 1298.6*Sdiff + -44.3288,2.22274243457328,7.67021159017118,2.3802596149761106
F = 939.137*Sdiff + -53.799,2.22274243457328,5.990028332540984,2.3977615239097583
F = 695.41*Sdiff + -62.7056,2.22274243457328,8.930349033393828,2.4502672507107017
F = 1298.6*Sdiff + -44.3288,2.22274243457328,8.615314672588164,3.3253626973930954
F = 681.923*Sdiff + -68.213,2.22274243457328,10.365505565952953,4.112948599407249
F = 939.137*Sdiff + -53.799,2.22274243457328,8.597812763654517,5.005545955023291
F = 6641.73*Sdiff + 120.233,2.22274243457328,4.729890889318337,5.495599405165431
F = 671.619*Sdiff + -66.7588,2.22274243457328,8.825337579791938,5.653116585568262
F = 6641.73*Sdiff + 120.233,2.22274243457328,5.499974882398844,6.265683398245938
F = 4050.92*Sdiff + 31.1575,2.2402443435069275,10.207988385550122,0.01750190893364787
F = 2853.83*Sdiff + 1.48985,2.2402443435069275,8.632816581521812,0.05250572680094361
F = 735.659*Sdiff + -56.8464,2.2402443435069275,6.882625688157026,0.6300687216113233
F = 4050.92*Sdiff + 31.1575,2.2402443435069275,10.978072378630626,0.7875859020141542
F = 1406.23*Sdiff + -73.8669,2.2402443435069275,7.110150504294448,1.2776393521562945
F = 747.247*Sdiff + -51.0688,2.2402443435069275,8.545307036853574,2.0652252541704486
F = 723.762*Sdiff + -55.3079,2.2402443435069275,5.342457701996013,2.170236707772336
F = 2853.83*Sdiff + 1.48985,2.2402443435069275,10.943068560763331,2.3627577060424625
F = 1380.31*Sdiff + -32.547,2.2402443435069275,7.67021159017118,2.3802596149761106
F = 1003.39*Sdiff + -41.972,2.2402443435069275,5.990028332540984,2.3977615239097583
F = 747.247*Sdiff + -51.0688,2.2402443435069275,8.930349033393828,2.4502672507107017
F = 1380.31*Sdiff + -32.547,2.2402443435069275,8.615314672588164,3.3253626973930954
F = 834.563*Sdiff + -61.4995,2.2402443435069275,6.777614234555138,3.8329180564688836
F = 1406.23*Sdiff + -73.8669,2.2402443435069275,9.71793493540798,3.8854237832698275
F = 735.659*Sdiff + -56.8464,2.2402443435069275,10.365505565952953,4.112948599407249
F = 834.563*Sdiff + -61.4995,2.2402443435069275,7.162656231095392,4.217960053009137
F = 1003.39*Sdiff + -41.972,2.2402443435069275,8.597812763654517,5.005545955023291
F = 6825.95*Sdiff + 112.772,2.2402443435069275,4.729890889318337,5.495599405165431
F = 723.762*Sdiff + -55.3079,2.2402443435069275,8.825337579791938,5.653116585568262
F = 6825.95*Sdiff + 112.772,2.2402443435069275,5.499974882398844,6.265683398245938
F = 4344.82*Sdiff + 34.274,2.257746252440575,10.207988385550122,0.01750190893364787
F = 3102.6*Sdiff + 7.75987,2.257746252440575,8.632816581521812,0.05250572680094361
F = 830.967*Sdiff + -48.647,2.257746252440575,6.882625688157026,0.6300687216113233
F = 4344.82*Sdiff + 34.274,2.257746252440575,10.978072378630626,0.7875859020141542
F = 1613.86*Sdiff + -66.738,2.257746252440575,7.110150504294448,1.2776393521562945
F = 840.017*Sdiff + -42.7269,2.257746252440575,8.545307036853574,2.0652252541704486
F = 816.465*Sdiff + -47.0605,2.257746252440575,5.342457701996013,2.170236707772336
F = 3102.6*Sdiff + 7.75987,2.257746252440575,10.943068560763331,2.3627577060424625
F = 1530.78*Sdiff + -24.3085,2.257746252440575,7.67021159017118,2.3802596149761106
F = 1120.03*Sdiff + -33.5963,2.257746252440575,5.990028332540984,2.3977615239097583
F = 840.017*Sdiff + -42.7269,2.257746252440575,8.930349033393828,2.4502672507107017
F = 1530.78*Sdiff + -24.3085,2.257746252440575,8.615314672588164,3.3253626973930954
F = 946.509*Sdiff + -53.492,2.257746252440575,6.777614234555138,3.8329180564688836
F = 1613.86*Sdiff + -66.738,2.257746252440575,9.71793493540798,3.8854237832698275
F = 830.967*Sdiff + -48.647,2.257746252440575,10.365505565952953,4.112948599407249
F = 946.509*Sdiff + -53.492,2.257746252440575,7.162656231095392,4.217960053009137
F = 1120.03*Sdiff + -33.5963,2.257746252440575,8.597812763654517,5.005545955023291
F = 7152.9*Sdiff + 103.012,2.257746252440575,4.729890889318337,5.495599405165431
F = 816.465*Sdiff + -47.0605,2.257746252440575,8.825337579791938,5.653116585568262
F = 7152.9*Sdiff + 103.012,2.257746252440575,5.499974882398844,6.265683398245938
F = 4838.47*Sdiff + 33.6606,2.2752481613742233,10.207988385550122,0.01750190893364787
F = 3528.31*Sdiff + 10.0117,2.2752481613742233,8.632816581521812,0.05250572680094361
F = 1000.36*Sdiff + -45.2502,2.2752481613742233,6.882625688157026,0.6300687216113233
F = 4838.47*Sdiff + 33.6606,2.2752481613742233,10.978072378630626,0.7875859020141542
F = 1988.52*Sdiff + -64.7531,2.2752481613742233,7.110150504294448,1.2776393521562945
F = 1004.14*Sdiff + -39.0891,2.2752481613742233,8.545307036853574,2.0652252541704486
F = 981.02*Sdiff + -43.5884,2.2752481613742233,5.342457701996013,2.170236707772336
F = 3528.31*Sdiff + 10.0117,2.2752481613742233,10.943068560763331,2.3627577060424625
F = 1793.57*Sdiff + -20.4892,2.2752481613742233,7.67021159017118,2.3802596149761106
F = 1325.01*Sdiff + -29.7869,2.2752481613742233,5.990028332540984,2.3977615239097583
F = 1004.14*Sdiff + -39.0891,2.2752481613742233,8.930349033393828,2.4502672507107017
F = 1793.57*Sdiff + -20.4892,2.2752481613742233,8.615314672588164,3.3253626973930954
F = 1146.24*Sdiff + -50.3746,2.2752481613742233,6.777614234555138,3.8329180564688836
F = 1988.52*Sdiff + -64.7531,2.2752481613742233,9.71793493540798,3.8854237832698275
F = 1000.36*Sdiff + -45.2502,2.2752481613742233,10.365505565952953,4.112948599407249
F = 1146.24*Sdiff + -50.3746,2.2752481613742233,7.162656231095392,4.217960053009137
F = 1325.01*Sdiff + -29.7869,2.2752481613742233,8.597812763654517,5.005545955023291
F = 7647.72*Sdiff + 90.3365,2.2752481613742233,4.729890889318337,5.495599405165431
F = 981.02*Sdiff + -43.5884,2.2752481613742233,8.825337579791938,5.653116585568262
F = 7647.72*Sdiff + 90.3365,2.2752481613742233,5.499974882398844,6.265683398245938
F = 5631.56*Sdiff + 28.584,2.292750070307871,10.207988385550122,0.01750190893364787
F = 4246.31*Sdiff + 7.41125,2.292750070307871,8.632816581521812,0.05250572680094361
F = 1324.32*Sdiff + -49.1049,2.292750070307871,6.882625688157026,0.6300687216113233
F = 5631.56*Sdiff + 28.584,2.292750070307871,10.978072378630626,0.7875859020141542
F = 2742.43*Sdiff + -71.6202,2.292750070307871,7.110150504294448,1.2776393521562945
F = 1313.19*Sdiff + -42.2861,2.292750070307871,8.545307036853574,2.0652252541704486
F = 1294.42*Sdiff + -47.2504,2.292750070307871,5.342457701996013,2.170236707772336
F = 4246.31*Sdiff + 7.41125,2.292750070307871,10.943068560763331,2.3627577060424625
F = 2267.04*Sdiff + -22.4909,2.292750070307871,7.67021159017118,2.3802596149761106
F = 1702.23*Sdiff + -32.2714,2.292750070307871,5.990028332540984,2.3977615239097583
F = 1313.19*Sdiff + -42.2861,2.292750070307871,8.930349033393828,2.4502672507107017
F = 2267.04*Sdiff + -22.4909,2.292750070307871,8.615314672588164,3.3253626973930954
F = 1533.27*Sdiff + -54.8927,2.292750070307871,6.777614234555138,3.8329180564688836
F = 2742.43*Sdiff + -71.6202,2.292750070307871,9.71793493540798,3.8854237832698275
F = 1324.32*Sdiff + -49.1049,2.292750070307871,10.365505565952953,4.112948599407249
F = 1533.27*Sdiff + -54.8927,2.292750070307871,7.162656231095392,4.217960053009137
F = 1702.23*Sdiff + -32.2714,2.292750070307871,8.597812763654517,5.005545955023291
F = 8343.18*Sdiff + 74.0433,2.292750070307871,4.729890889318337,5.495599405165431
F = 1294.42*Sdiff + -47.2504,2.292750070307871,8.825337579791938,5.653116585568262
F = 8343.18*Sdiff + 74.0433,2.292750070307871,5.499974882398844,6.265683398245938
F = 6920.74*Sdiff + 17.6222,2.310251979241519,10.207988385550122,0.01750190893364787
F = 5520.82*Sdiff + -1.94188,2.310251979241519,8.632816581521812,0.05250572680094361
F = 2072.02*Sdiff + -66.7311,2.310251979241519,6.882625688157026,0.6300687216113233
F = 6920.74*Sdiff + 17.6222,2.310251979241519,10.978072378630626,0.7875859020141542
F = 2002.19*Sdiff + -57.944,2.310251979241519,8.545307036853574,2.0652252541704486
F = 2010.95*Sdiff + -64.3164,2.310251979241519,5.342457701996013,2.170236707772336
F = 5520.82*Sdiff + -1.94188,2.310251979241519,10.943068560763331,2.3627577060424625
F = 3226.49*Sdiff + -33.8579,2.310251979241519,7.67021159017118,2.3802596149761106
F = 2502.04*Sdiff + -45.5233,2.310251979241519,5.990028332540984,2.3977615239097583
F = 2002.19*Sdiff + -57.944,2.310251979241519,8.930349033393828,2.4502672507107017
F = 3226.49*Sdiff + -33.8579,2.310251979241519,8.615314672588164,3.3253626973930954
F = 2453.1*Sdiff + -74.3661,2.310251979241519,6.777614234555138,3.8329180564688836
F = 2072.02*Sdiff + -66.7311,2.310251979241519,10.365505565952953,4.112948599407249
F = 2453.1*Sdiff + -74.3661,2.310251979241519,7.162656231095392,4.217960053009137
F = 2502.04*Sdiff + -45.5233,2.310251979241519,8.597812763654517,5.005545955023291
F = 9277.9*Sdiff + 53.4117,2.310251979241519,4.729890889318337,5.495599405165431
F = 2010.95*Sdiff + -64.3164,2.310251979241519,8.825337579791938,5.653116585568262
F = 9277.9*Sdiff + 53.4117,2.310251979241519,5.499974882398844,6.265683398245938
F = 9131.8*Sdiff + -2.03182,2.3277538881751667,10.207988385550122,0.01750190893364787
F = 8086.62*Sdiff + -22.8665,2.3277538881751667,8.632816581521812,0.05250572680094361
F = 9131.8*Sdiff + -2.03182,2.3277538881751667,10.978072378630626,0.7875859020141542
F = 8086.62*Sdiff + -22.8665,2.3277538881751667,10.943068560763331,2.3627577060424625
F = 5787.7*Sdiff + -66.2181,2.3277538881751667,7.67021159017118,2.3802596149761106
F = 5787.7*Sdiff + -66.2181,2.3277538881751667,8.615314672588164,3.3253626973930954
F = 12257*Sdiff + 71.6685,2.3277538881751667,4.764894707185634,3.9204276011371233
F = 10488.7*Sdiff + 27.8999,2.3277538881751667,4.729890889318337,5.495599405165431
F = 12257*Sdiff + 71.6685,2.3277538881751667,7.075146686427152,6.230679580378642
F = 10488.7*Sdiff + 27.8999,2.3277538881751667,5.499974882398844,6.265683398245938
F = 13316*Sdiff + -35.853,2.345255797108815,10.207988385550122,0.01750190893364787
F = 14759.9*Sdiff + -68.1368,2.345255797108815,8.632816581521812,0.05250572680094361
F = 13316*Sdiff + -35.853,2.345255797108815,10.978072378630626,0.7875859020141542
F = 14759.9*Sdiff + -68.1368,2.345255797108815,10.943068560763331,2.3627577060424625
F = 7986.47*Sdiff + 120.712,2.345255797108815,7.0926485953608,2.9578226097864904
F = 7986.47*Sdiff + 120.712,2.345255797108815,8.037751677777784,3.902925692203475
F = 10847.4*Sdiff + 28.2982,2.345255797108815,4.764894707185634,3.9204276011371233
F = 11990.5*Sdiff + -2.40964,2.345255797108815,4.729890889318337,5.495599405165431
F = 10847.4*Sdiff + 28.2982,2.345255797108815,7.075146686427152,6.230679580378642
F = 11990.5*Sdiff + -2.40964,2.345255797108815,5.499974882398844,6.265683398245938
F = 2403.47*Sdiff + 90.1804,2.3627577060424625,6.882625688157026,0.6300687216113233
F = 3364.35*Sdiff + 64.2288,2.3627577060424625,7.110150504294448,1.2776393521562945
F = 2755.91*Sdiff + 103.528,2.3627577060424625,8.545307036853574,2.0652252541704486
F = 2439.75*Sdiff + 93.4128,2.3627577060424625,5.342457701996013,2.170236707772336
F = 2755.91*Sdiff + 103.528,2.3627577060424625,8.930349033393828,2.4502672507107017
F = 4650.81*Sdiff + 47.2705,2.3627577060424625,7.0926485953608,2.9578226097864904
F = 2489.94*Sdiff + 81.5507,2.3627577060424625,6.777614234555138,3.8329180564688836
F = 3364.35*Sdiff + 64.2288,2.3627577060424625,9.71793493540798,3.8854237832698275
F = 4650.81*Sdiff + 47.2705,2.3627577060424625,8.037751677777784,3.902925692203475
F = 9698.26*Sdiff + -3.23262,2.3627577060424625,4.764894707185634,3.9204276011371233
F = 2403.47*Sdiff + 90.1804,2.3627577060424625,10.365505565952953,4.112948599407249
F = 2489.94*Sdiff + 81.5507,2.3627577060424625,7.162656231095392,4.217960053009137
F = 13738*Sdiff + -36.0548,2.3627577060424625,4.729890889318337,5.495599405165431
F = 2439.75*Sdiff + 93.4128,2.3627577060424625,8.825337579791938,5.653116585568262
F = 9698.26*Sdiff + -3.23262,2.3627577060424625,7.075146686427152,6.230679580378642
F = 13738*Sdiff + -36.0548,2.3627577060424625,5.499974882398844,6.265683398245938
F = 1511.38*Sdiff + 41.6689,2.3802596149761106,6.882625688157026,0.6300687216113233
F = 2291.99*Sdiff + 27.1912,2.3802596149761106,7.110150504294448,1.2776393521562945
F = 1673.05*Sdiff + 48.2571,2.3802596149761106,8.545307036853574,2.0652252541704486
F = 1520.65*Sdiff + 43.3104,2.3802596149761106,5.342457701996013,2.170236707772336
F = 4202.89*Sdiff + 77.8282,2.3802596149761106,7.67021159017118,2.3802596149761106
F = 2599.24*Sdiff + 61.2465,2.3802596149761106,5.990028332540984,2.3977615239097583
F = 1673.05*Sdiff + 48.2571,2.3802596149761106,8.930349033393828,2.4502672507107017
F = 3356.55*Sdiff + 16.1305,2.3802596149761106,7.0926485953608,2.9578226097864904
F = 4202.89*Sdiff + 77.8282,2.3802596149761106,8.615314672588164,3.3253626973930954
F = 1605.2*Sdiff + 37.1277,2.3802596149761106,6.777614234555138,3.8329180564688836
F = 2291.99*Sdiff + 27.1912,2.3802596149761106,9.71793493540798,3.8854237832698275
F = 3356.55*Sdiff + 16.1305,2.3802596149761106,8.037751677777784,3.902925692203475
F = 8813.19*Sdiff + -27.6783,2.3802596149761106,4.764894707185634,3.9204276011371233
F = 1511.38*Sdiff + 41.6689,2.3802596149761106,10.365505565952953,4.112948599407249
F = 1605.2*Sdiff + 37.1277,2.3802596149761106,7.162656231095392,4.217960053009137
F = 2599.24*Sdiff + 61.2465,2.3802596149761106,8.597812763654517,5.005545955023291
F = 15578.7*Sdiff + -69.462,2.3802596149761106,4.729890889318337,5.495599405165431
F = 1520.65*Sdiff + 43.3104,2.3802596149761106,8.825337579791938,5.653116585568262
F = 8813.19*Sdiff + -27.6783,2.3802596149761106,7.075146686427152,6.230679580378642
F = 15578.7*Sdiff + -69.462,2.3802596149761106,5.499974882398844,6.265683398245938
F = 1149.68*Sdiff + 14.8688,2.3977615239097583,6.882625688157026,0.6300687216113233
F = 1805.06*Sdiff + 3.5896,2.3977615239097583,7.110150504294448,1.2776393521562945
F = 1254.52*Sdiff + 19.7395,2.3977615239097583,8.545307036853574,2.0652252541704486
F = 1152.5*Sdiff + 16.0966,2.3977615239097583,5.342457701996013,2.170236707772336
F = 2972.37*Sdiff + 39.8692,2.3977615239097583,7.67021159017118,2.3802596149761106
F = 1898.37*Sdiff + 28.9244,2.3977615239097583,5.990028332540984,2.3977615239097583
F = 1254.52*Sdiff + 19.7395,2.3977615239097583,8.930349033393828,2.4502672507107017
F = 2716.28*Sdiff + -5.59679,2.3977615239097583,7.0926485953608,2.9578226097864904
F = 2972.37*Sdiff + 39.8692,2.3977615239097583,8.615314672588164,3.3253626973930954
F = 1233.88*Sdiff + 11.4204,2.3977615239097583,6.777614234555138,3.8329180564688836
F = 1805.06*Sdiff + 3.5896,2.3977615239097583,9.71793493540798,3.8854237832698275
F = 2716.28*Sdiff + -5.59679,2.3977615239097583,8.037751677777784,3.902925692203475
F = 8155.78*Sdiff + -48.0874,2.3977615239097583,4.764894707185634,3.9204276011371233
F = 1149.68*Sdiff + 14.8688,2.3977615239097583,10.365505565952953,4.112948599407249
F = 1233.88*Sdiff + 11.4204,2.3977615239097583,7.162656231095392,4.217960053009137
F = 1898.37*Sdiff + 28.9244,2.3977615239097583,8.597812763654517,5.005545955023291
F = 1152.5*Sdiff + 16.0966,2.3977615239097583,8.825337579791938,5.653116585568262
F = 8155.78*Sdiff + -48.0874,2.3977615239097583,7.075146686427152,6.230679580378642
F = 8417.93*Sdiff + 73.8611,2.4152634328434064,8.632816581521812,0.05250572680094361
F = 970.655*Sdiff + -7.45273,2.4152634328434064,6.882625688157026,0.6300687216113233
F = 1550.27*Sdiff + -17.1246,2.4152634328434064,7.110150504294448,1.2776393521562945
F = 1051.94*Sdiff + -3.38055,2.4152634328434064,8.545307036853574,2.0652252541704486
F = 971.325*Sdiff + -6.42062,2.4152634328434064,5.342457701996013,2.170236707772336
F = 8417.93*Sdiff + 73.8611,2.4152634328434064,10.943068560763331,2.3627577060424625
F = 2426.72*Sdiff + 12.8339,2.4152634328434064,7.67021159017118,2.3802596149761106
F = 1572.46*Sdiff + 4.14175,2.4152634328434064,5.990028332540984,2.3977615239097583
F = 1051.94*Sdiff + -3.38055,2.4152634328434064,8.930349033393828,2.4502672507107017
F = 2365.78*Sdiff + -25.2536,2.4152634328434064,7.0926485953608,2.9578226097864904
F = 2426.72*Sdiff + 12.8339,2.4152634328434064,8.615314672588164,3.3253626973930954
F = 1047.03*Sdiff + -10.3727,2.4152634328434064,6.777614234555138,3.8329180564688836
F = 1550.27*Sdiff + -17.1246,2.4152634328434064,9.71793493540798,3.8854237832698275
F = 2365.78*Sdiff + -25.2536,2.4152634328434064,8.037751677777784,3.902925692203475
F = 7684.45*Sdiff + -66.2277,2.4152634328434064,4.764894707185634,3.9204276011371233
F = 970.655*Sdiff + -7.45273,2.4152634328434064,10.365505565952953,4.112948599407249
F = 1047.03*Sdiff + -10.3727,2.4152634328434064,7.162656231095392,4.217960053009137
F = 1572.46*Sdiff + 4.14175,2.4152634328434064,8.597812763654517,5.005545955023291
F = 971.325*Sdiff + -6.42062,2.4152634328434064,8.825337579791938,5.653116585568262
F = 7684.45*Sdiff + -66.2277,2.4152634328434064,7.075146686427152,6.230679580378642
F = 7229.95*Sdiff + 36.4071,2.432765341777054,8.632816581521812,0.05250572680094361
F = 877.347*Sdiff + -29.3903,2.432765341777054,6.882625688157026,0.6300687216113233
F = 1412.85*Sdiff + -37.7938,2.432765341777054,7.110150504294448,1.2776393521562945
F = 947.748*Sdiff + -25.8909,2.432765341777054,8.545307036853574,2.0652252541704486
F = 877.222*Sdiff + -28.5014,2.432765341777054,5.342457701996013,2.170236707772336
F = 7229.95*Sdiff + 36.4071,2.432765341777054,10.943068560763331,2.3627577060424625
F = 2159.77*Sdiff + -12.2079,2.432765341777054,7.67021159017118,2.3802596149761106
F = 1408.7*Sdiff + -19.4856,2.432765341777054,5.990028332540984,2.3977615239097583
F = 947.748*Sdiff + -25.8909,2.432765341777054,8.930349033393828,2.4502672507107017
F = 2171.13*Sdiff + -44.9858,2.432765341777054,7.0926485953608,2.9578226097864904
F = 2159.77*Sdiff + -12.2079,2.432765341777054,8.615314672588164,3.3253626973930954
F = 948.666*Sdiff + -31.9126,2.432765341777054,6.777614234555138,3.8329180564688836
F = 1412.85*Sdiff + -37.7938,2.432765341777054,9.71793493540798,3.8854237832698275
F = 2171.13*Sdiff + -44.9858,2.432765341777054,8.037751677777784,3.902925692203475
F = 877.347*Sdiff + -29.3903,2.432765341777054,10.365505565952953,4.112948599407249
F = 948.666*Sdiff + -31.9126,2.432765341777054,7.162656231095392,4.217960053009137
F = 1408.7*Sdiff + -19.4856,2.432765341777054,8.597812763654517,5.005545955023291
F = 877.222*Sdiff + -28.5014,2.432765341777054,8.825337579791938,5.653116585568262
F = 17838.7*Sdiff + 109.288,2.4502672507107017,10.207988385550122,0.01750190893364787
F = 6742.83*Sdiff + 3.13432,2.4502672507107017,8.632816581521812,0.05250572680094361
F = 831.353*Sdiff + -51.2703,2.4502672507107017,6.882625688157026,0.6300687216113233
F = 17838.7*Sdiff + 109.288,2.4502672507107017,10.978072378630626,0.7875859020141542
F = 1342.92*Sdiff + -58.4092,2.4502672507107017,7.110150504294448,1.2776393521562945
F = 897.013*Sdiff + -48.3041,2.4502672507107017,8.545307036853574,2.0652252541704486
F = 830.982*Sdiff + -50.5167,2.4502672507107017,5.342457701996013,2.170236707772336
F = 6742.83*Sdiff + 3.13432,2.4502672507107017,10.943068560763331,2.3627577060424625
F = 2035.5*Sdiff + -36.8155,2.4502672507107017,7.67021159017118,2.3802596149761106
F = 1330.62*Sdiff + -42.8895,2.4502672507107017,5.990028332540984,2.3977615239097583
F = 897.013*Sdiff + -48.3041,2.4502672507107017,8.930349033393828,2.4502672507107017
F = 2035.5*Sdiff + -36.8155,2.4502672507107017,8.615314672588164,3.3253626973930954
F = 899.732*Sdiff + -53.409,2.4502672507107017,6.777614234555138,3.8329180564688836
F = 1342.92*Sdiff + -58.4092,2.4502672507107017,9.71793493540798,3.8854237832698275
F = 831.353*Sdiff + -51.2703,2.4502672507107017,10.365505565952953,4.112948599407249
F = 899.732*Sdiff + -53.409,2.4502672507107017,7.162656231095392,4.217960053009137
