Equation,alpha(rad),beta(rad),gamma(rad)
F = 1330.62*Sdiff + -42.8895,2.4502672507107017,8.597812763654517,5.005545955023291
F = 830.982*Sdiff + -50.5167,2.4502672507107017,8.825337579791938,5.653116585568262
F = 830.982*Sdiff + -50.5167,3.8329180564688836,6.882625688157026,0.6300687216113233
F = 1330.62*Sdiff + -42.8895,3.8329180564688836,7.110150504294448,1.2776393521562945
F = 899.732*Sdiff + -53.409,3.8329180564688836,8.545307036853574,2.0652252541704486
F = 831.353*Sdiff + -51.2703,3.8329180564688836,5.342457701996013,2.170236707772336
F = 1342.92*Sdiff + -58.4092,3.8329180564688836,5.990028332540984,2.3977615239097583
F = 899.732*Sdiff + -53.409,3.8329180564688836,8.930349033393828,2.4502672507107017
F = 2035.5*Sdiff + -36.8155,3.8329180564688836,7.0926485953608,2.9578226097864904
F = 897.013*Sdiff + -48.3041,3.8329180564688836,6.777614234555138,3.8329180564688836
F = 1330.62*Sdiff + -42.8895,3.8329180564688836,9.71793493540798,3.8854237832698275
F = 2035.5*Sdiff + -36.8155,3.8329180564688836,8.037751677777784,3.902925692203475
F = 6742.83*Sdiff + 3.13432,3.8329180564688836,4.764894707185634,3.9204276011371233
F = 830.982*Sdiff + -50.5167,3.8329180564688836,10.365505565952953,4.112948599407249
F = 897.013*Sdiff + -48.3041,3.8329180564688836,7.162656231095392,4.217960053009137
F = 1342.92*Sdiff + -58.4092,3.8329180564688836,8.597812763654517,5.005545955023291
F = 17838.7*Sdiff + 109.288,3.8329180564688836,4.729890889318337,5.495599405165431
F = 831.353*Sdiff + -51.2703,3.8329180564688836,8.825337579791938,5.653116585568262
F = 6742.83*Sdiff + 3.13432,3.8329180564688836,7.075146686427152,6.230679580378642
F = 17838.7*Sdiff + 109.288,3.8329180564688836,5.499974882398844,6.265683398245938
F = 877.222*Sdiff + -28.5014,3.8504199654025317,6.882625688157026,0.6300687216113233
F = 1408.7*Sdiff + -19.4856,3.8504199654025317,7.110150504294448,1.2776393521562945
F = 948.666*Sdiff + -31.9126,3.8504199654025317,8.545307036853574,2.0652252541704486
F = 877.347*Sdiff + -29.3903,3.8504199654025317,5.342457701996013,2.170236707772336
F = 2171.13*Sdiff + -44.9858,3.8504199654025317,7.67021159017118,2.3802596149761106
F = 1412.85*Sdiff + -37.7938,3.8504199654025317,5.990028332540984,2.3977615239097583
F = 948.666*Sdiff + -31.9126,3.8504199654025317,8.930349033393828,2.4502672507107017
F = 2159.77*Sdiff + -12.2079,3.8504199654025317,7.0926485953608,2.9578226097864904
F = 2171.13*Sdiff + -44.9858,3.8504199654025317,8.615314672588164,3.3253626973930954
F = 947.748*Sdiff + -25.8909,3.8504199654025317,6.777614234555138,3.8329180564688836
F = 1408.7*Sdiff + -19.4856,3.8504199654025317,9.71793493540798,3.8854237832698275
F = 2159.77*Sdiff + -12.2079,3.8504199654025317,8.037751677777784,3.902925692203475
F = 7229.95*Sdiff + 36.4071,3.8504199654025317,4.764894707185634,3.9204276011371233
F = 877.222*Sdiff + -28.5014,3.8504199654025317,10.365505565952953,4.112948599407249
F = 947.748*Sdiff + -25.8909,3.8504199654025317,7.162656231095392,4.217960053009137
F = 1412.85*Sdiff + -37.7938,3.8504199654025317,8.597812763654517,5.005545955023291
F = 877.347*Sdiff + -29.3903,3.8504199654025317,8.825337579791938,5.653116585568262
F = 7229.95*Sdiff + 36.4071,3.8504199654025317,7.075146686427152,6.230679580378642
F = 7684.45*Sdiff + -66.2277,3.8679218743361794,8.632816581521812,0.05250572680094361
F = 971.325*Sdiff + -6.42062,3.8679218743361794,6.882625688157026,0.6300687216113233
F = 1572.46*Sdiff + 4.14175,3.8679218743361794,7.110150504294448,1.2776393521562945
F = 1047.03*Sdiff + -10.3727,3.8679218743361794,8.545307036853574,2.0652252541704486
F = 970.655*Sdiff + -7.45273,3.8679218743361794,5.342457701996013,2.170236707772336
F = 7684.45*Sdiff + -66.2277,3.8679218743361794,10.943068560763331,2.3627577060424625
F = 2365.78*Sdiff + -25.2536,3.8679218743361794,7.67021159017118,2.3802596149761106
F = 1550.27*Sdiff + -17.1246,3.8679218743361794,5.990028332540984,2.3977615239097583
F = 1047.03*Sdiff + -10.3727,3.8679218743361794,8.930349033393828,2.4502672507107017
F = 2426.72*Sdiff + 12.8339,3.8679218743361794,7.0926485953608,2.9578226097864904
F = 2365.78*Sdiff + -25.2536,3.8679218743361794,8.615314672588164,3.3253626973930954
F = 1051.94*Sdiff + -3.38055,3.8679218743361794,6.777614234555138,3.8329180564688836
F = 1572.46*Sdiff + 4.14175,3.8679218743361794,9.71793493540798,3.8854237832698275
F = 2426.72*Sdiff + 12.8339,3.8679218743361794,8.037751677777784,3.902925692203475
F = 8417.93*Sdiff + 73.8611,3.8679218743361794,4.764894707185634,3.9204276011371233
F = 971.325*Sdiff + -6.42062,3.8679218743361794,10.365505565952953,4.112948599407249
F = 1051.94*Sdiff + -3.38055,3.8679218743361794,7.162656231095392,4.217960053009137
F = 1550.27*Sdiff + -17.1246,3.8679218743361794,8.597812763654517,5.005545955023291
F = 970.655*Sdiff + -7.45273,3.8679218743361794,8.825337579791938,5.653116585568262
F = 8417.93*Sdiff + 73.8611,3.8679218743361794,7.075146686427152,6.230679580378642
F = 8155.78*Sdiff + -48.0874,3.8854237832698275,8.632816581521812,0.05250572680094361
F = 1152.5*Sdiff + 16.0966,3.8854237832698275,6.882625688157026,0.6300687216113233
F = 1898.37*Sdiff + 28.9244,3.8854237832698275,7.110150504294448,1.2776393521562945
F = 1233.88*Sdiff + 11.4204,3.8854237832698275,8.545307036853574,2.0652252541704486
F = 1149.68*Sdiff + 14.8688,3.8854237832698275,5.342457701996013,2.170236707772336
F = 8155.78*Sdiff + -48.0874,3.8854237832698275,10.943068560763331,2.3627577060424625
F = 2716.28*Sdiff + -5.59679,3.8854237832698275,7.67021159017118,2.3802596149761106
F = 1805.06*Sdiff + 3.5896,3.8854237832698275,5.990028332540984,2.3977615239097583
F = 1233.88*Sdiff + 11.4204,3.8854237832698275,8.930349033393828,2.4502672507107017
F = 2972.37*Sdiff + 39.8692,3.8854237832698275,7.0926485953608,2.9578226097864904
F = 2716.28*Sdiff + -5.59679,3.8854237832698275,8.615314672588164,3.3253626973930954
F = 1254.52*Sdiff + 19.7395,3.8854237832698275,6.777614234555138,3.8329180564688836
F = 1898.37*Sdiff + 28.9244,3.8854237832698275,9.71793493540798,3.8854237832698275
F = 2972.37*Sdiff + 39.8692,3.8854237832698275,8.037751677777784,3.902925692203475
F = 1152.5*Sdiff + 16.0966,3.8854237832698275,10.365505565952953,4.112948599407249
F = 1254.52*Sdiff + 19.7395,3.8854237832698275,7.162656231095392,4.217960053009137
F = 1805.06*Sdiff + 3.5896,3.8854237832698275,8.597812763654517,5.005545955023291
F = 1149.68*Sdiff + 14.8688,3.8854237832698275,8.825337579791938,5.653116585568262
F = 15578.7*Sdiff + -69.462,3.902925692203475,10.207988385550122,0.01750190893364787
F = 8813.19*Sdiff + -27.6783,3.902925692203475,8.632816581521812,0.05250572680094361
F = 1520.65*Sdiff + 43.3104,3.902925692203475,6.882625688157026,0.6300687216113233
F = 15578.7*Sdiff + -69.462,3.902925692203475,10.978072378630626,0.7875859020141542
F = 2599.24*Sdiff + 61.2465,3.902925692203475,7.110150504294448,1.2776393521562945
F = 1605.2*Sdiff + 37.1277,3.902925692203475,8.545307036853574,2.0652252541704486
F = 1511.38*Sdiff + 41.6689,3.902925692203475,5.342457701996013,2.170236707772336
F = 8813.19*Sdiff + -27.6783,3.902925692203475,10.943068560763331,2.3627577060424625
F = 3356.55*Sdiff + 16.1305,3.902925692203475,7.67021159017118,2.3802596149761106
F = 2291.99*Sdiff + 27.1912,3.902925692203475,5.990028332540984,2.3977615239097583
F = 1605.2*Sdiff + 37.1277,3.902925692203475,8.930349033393828,2.4502672507107017
F = 4202.89*Sdiff + 77.8282,3.902925692203475,7.0926485953608,2.9578226097864904
F = 3356.55*Sdiff + 16.1305,3.902925692203475,8.615314672588164,3.3253626973930954
F = 1673.05*Sdiff + 48.2571,3.902925692203475,6.777614234555138,3.8329180564688836
F = 2599.24*Sdiff + 61.2465,3.902925692203475,9.71793493540798,3.8854237832698275
F = 4202.89*Sdiff + 77.8282,3.902925692203475,8.037751677777784,3.902925692203475
F = 1520.65*Sdiff + 43.3104,3.902925692203475,10.365505565952953,4.112948599407249
F = 1673.05*Sdiff + 48.2571,3.902925692203475,7.162656231095392,4.217960053009137
F = 2291.99*Sdiff + 27.1912,3.902925692203475,8.597812763654517,5.005545955023291
F = 1511.38*Sdiff + 41.6689,3.902925692203475,8.825337579791938,5.653116585568262
F = 13738*Sdiff + -36.0548,3.9204276011371233,10.207988385550122,0.01750190893364787
F = 9698.26*Sdiff + -3.23262,3.9204276011371233,8.632816581521812,0.05250572680094361
F = 2439.75*Sdiff + 93.4128,3.9204276011371233,6.882625688157026,0.6300687216113233
F = 13738*Sdiff + -36.0548,3.9204276011371233,10.978072378630626,0.7875859020141542
F = 2489.94*Sdiff + 81.5507,3.9204276011371233,8.545307036853574,2.0652252541704486
F = 2403.47*Sdiff + 90.1804,3.9204276011371233,5.342457701996013,2.170236707772336
F = 9698.26*Sdiff + -3.23262,3.9204276011371233,10.943068560763331,2.3627577060424625
F = 4650.81*Sdiff + 47.2705,3.9204276011371233,7.67021159017118,2.3802596149761106
F = 3364.35*Sdiff + 64.2288,3.9204276011371233,5.990028332540984,2.3977615239097583
F = 2489.94*Sdiff + 81.5507,3.9204276011371233,8.930349033393828,2.4502672507107017
F = 4650.81*Sdiff + 47.2705,3.9204276011371233,8.615314672588164,3.3253626973930954
F = 2755.91*Sdiff + 103.528,3.9204276011371233,6.777614234555138,3.8329180564688836
F = 2439.75*Sdiff + 93.4128,3.9204276011371233,10.365505565952953,4.112948599407249
F = 2755.91*Sdiff + 103.528,3.9204276011371233,7.162656231095392,4.217960053009137
F = 3364.35*Sdiff + 64.2288,3.9204276011371233,8.597812763654517,5.005545955023291
F = 2403.47*Sdiff + 90.1804,3.9204276011371233,8.825337579791938,5.653116585568262
F = 11990.5*Sdiff + -2.40964,3.937929510070771,10.207988385550122,0.01750190893364787
F = 10847.4*Sdiff + 28.2982,3.937929510070771,8.632816581521812,0.05250572680094361
F = 11990.5*Sdiff + -2.40964,3.937929510070771,10.978072378630626,0.7875859020141542
F = 10847.4*Sdiff + 28.2982,3.937929510070771,10.943068560763331,2.3627577060424625
F = 7986.47*Sdiff + 120.712,3.937929510070771,7.67021159017118,2.3802596149761106
F = 7986.47*Sdiff + 120.712,3.937929510070771,8.615314672588164,3.3253626973930954
F = 14759.9*Sdiff + -68.1368,3.937929510070771,4.764894707185634,3.9204276011371233
F = 13316*Sdiff + -35.853,3.937929510070771,4.729890889318337,5.495599405165431
F = 14759.9*Sdiff + -68.1368,3.937929510070771,7.075146686427152,6.230679580378642
F = 13316*Sdiff + -35.853,3.937929510070771,5.499974882398844,6.265683398245938
F = 10488.7*Sdiff + 27.8999,3.9554314190044186,10.207988385550122,0.01750190893364787
F = 12257*Sdiff + 71.6685,3.9554314190044186,8.632816581521812,0.05250572680094361
F = 10488.7*Sdiff + 27.8999,3.9554314190044186,10.978072378630626,0.7875859020141542
F = 12257*Sdiff + 71.6685,3.9554314190044186,10.943068560763331,2.3627577060424625
F = 5787.7*Sdiff + -66.2181,3.9554314190044186,7.0926485953608,2.9578226097864904
F = 5787.7*Sdiff + -66.2181,3.9554314190044186,8.037751677777784,3.902925692203475
F = 8086.62*Sdiff + -22.8665,3.9554314190044186,4.764894707185634,3.9204276011371233
F = 9131.8*Sdiff + -2.03182,3.9554314190044186,4.729890889318337,5.495599405165431
F = 8086.62*Sdiff + -22.8665,3.9554314190044186,7.075146686427152,6.230679580378642
F = 9131.8*Sdiff + -2.03182,3.9554314190044186,5.499974882398844,6.265683398245938
F = 9277.9*Sdiff + 53.4117,3.9729333279380667,10.207988385550122,0.01750190893364787
F = 2010.95*Sdiff + -64.3164,3.9729333279380667,6.882625688157026,0.6300687216113233
F = 9277.9*Sdiff + 53.4117,3.9729333279380667,10.978072378630626,0.7875859020141542
F = 2502.04*Sdiff + -45.5233,3.9729333279380667,7.110150504294448,1.2776393521562945
F = 2453.1*Sdiff + -74.3661,3.9729333279380667,8.545307036853574,2.0652252541704486
F = 2072.02*Sdiff + -66.7311,3.9729333279380667,5.342457701996013,2.170236707772336
F = 2453.1*Sdiff + -74.3661,3.9729333279380667,8.930349033393828,2.4502672507107017
F = 3226.49*Sdiff + -33.8579,3.9729333279380667,7.0926485953608,2.9578226097864904
F = 2002.19*Sdiff + -57.944,3.9729333279380667,6.777614234555138,3.8329180564688836
F = 2502.04*Sdiff + -45.5233,3.9729333279380667,9.71793493540798,3.8854237832698275
F = 3226.49*Sdiff + -33.8579,3.9729333279380667,8.037751677777784,3.902925692203475
F = 5520.82*Sdiff + -1.94188,3.9729333279380667,4.764894707185634,3.9204276011371233
F = 2010.95*Sdiff + -64.3164,3.9729333279380667,10.365505565952953,4.112948599407249
F = 2002.19*Sdiff + -57.944,3.9729333279380667,7.162656231095392,4.217960053009137
F = 6920.74*Sdiff + 17.6222,3.9729333279380667,4.729890889318337,5.495599405165431
F = 2072.02*Sdiff + -66.7311,3.9729333279380667,8.825337579791938,5.653116585568262
F = 5520.82*Sdiff + -1.94188,3.9729333279380667,7.075146686427152,6.230679580378642
F = 6920.74*Sdiff + 17.6222,3.9729333279380667,5.499974882398844,6.265683398245938
F = 8343.18*Sdiff + 74.0433,3.9904352368717144,10.207988385550122,0.01750190893364787
F = 1294.42*Sdiff + -47.2504,3.9904352368717144,6.882625688157026,0.6300687216113233
F = 8343.18*Sdiff + 74.0433,3.9904352368717144,10.978072378630626,0.7875859020141542
F = 1702.23*Sdiff + -32.2714,3.9904352368717144,7.110150504294448,1.2776393521562945
F = 1533.27*Sdiff + -54.8927,3.9904352368717144,8.545307036853574,2.0652252541704486
F = 1324.32*Sdiff + -49.1049,3.9904352368717144,5.342457701996013,2.170236707772336
F = 2742.43*Sdiff + -71.6202,3.9904352368717144,5.990028332540984,2.3977615239097583
F = 1533.27*Sdiff + -54.8927,3.9904352368717144,8.930349033393828,2.4502672507107017
F = 2267.04*Sdiff + -22.4909,3.9904352368717144,7.0926485953608,2.9578226097864904
F = 1313.19*Sdiff + -42.2861,3.9904352368717144,6.777614234555138,3.8329180564688836
F = 1702.23*Sdiff + -32.2714,3.9904352368717144,9.71793493540798,3.8854237832698275
F = 2267.04*Sdiff + -22.4909,3.9904352368717144,8.037751677777784,3.902925692203475
F = 4246.31*Sdiff + 7.41125,3.9904352368717144,4.764894707185634,3.9204276011371233
F = 1294.42*Sdiff + -47.2504,3.9904352368717144,10.365505565952953,4.112948599407249
F = 1313.19*Sdiff + -42.2861,3.9904352368717144,7.162656231095392,4.217960053009137
F = 2742.43*Sdiff + -71.6202,3.9904352368717144,8.597812763654517,5.005545955023291
F = 5631.56*Sdiff + 28.584,3.9904352368717144,4.729890889318337,5.495599405165431
F = 1324.32*Sdiff + -49.1049,3.9904352368717144,8.825337579791938,5.653116585568262
F = 4246.31*Sdiff + 7.41125,3.9904352368717144,7.075146686427152,6.230679580378642
F = 5631.56*Sdiff + 28.584,3.9904352368717144,5.499974882398844,6.265683398245938
F = 7647.72*Sdiff + 90.3365,4.0079371458053625,10.207988385550122,0.01750190893364787
F = 981.02*Sdiff + -43.5884,4.0079371458053625,6.882625688157026,0.6300687216113233
F = 7647.72*Sdiff + 90.3365,4.0079371458053625,10.978072378630626,0.7875859020141542
F = 1325.01*Sdiff + -29.7869,4.0079371458053625,7.110150504294448,1.2776393521562945
F = 1146.24*Sdiff + -50.3746,4.0079371458053625,8.545307036853574,2.0652252541704486
F = 1000.36*Sdiff + -45.2502,4.0079371458053625,5.342457701996013,2.170236707772336
F = 1988.52*Sdiff + -64.7531,4.0079371458053625,5.990028332540984,2.3977615239097583
F = 1146.24*Sdiff + -50.3746,4.0079371458053625,8.930349033393828,2.4502672507107017
F = 1793.57*Sdiff + -20.4892,4.0079371458053625,7.0926485953608,2.9578226097864904
F = 1004.14*Sdiff + -39.0891,4.0079371458053625,6.777614234555138,3.8329180564688836
F = 1325.01*Sdiff + -29.7869,4.0079371458053625,9.71793493540798,3.8854237832698275
F = 1793.57*Sdiff + -20.4892,4.0079371458053625,8.037751677777784,3.902925692203475
F = 3528.31*Sdiff + 10.0117,4.0079371458053625,4.764894707185634,3.9204276011371233
F = 981.02*Sdiff + -43.5884,4.0079371458053625,10.365505565952953,4.112948599407249
F = 1004.14*Sdiff + -39.0891,4.0079371458053625,7.162656231095392,4.217960053009137
F = 1988.52*Sdiff + -64.7531,4.0079371458053625,8.597812763654517,5.005545955023291
F = 4838.47*Sdiff + 33.6606,4.0079371458053625,4.729890889318337,5.495599405165431
F = 1000.36*Sdiff + -45.2502,4.0079371458053625,8.825337579791938,5.653116585568262
F = 3528.31*Sdiff + 10.0117,4.0079371458053625,7.075146686427152,6.230679580378642
F = 4838.47*Sdiff + 33.6606,4.0079371458053625,5.499974882398844,6.265683398245938
F = 7152.9*Sdiff + 103.012,4.02543905473901,10.207988385550122,0.01750190893364787
F = 816.465*Sdiff + -47.0605,4.02543905473901,6.882625688157026,0.6300687216113233
F = 7152.9*Sdiff + 103.012,4.02543905473901,10.978072378630626,0.7875859020141542
F = 1120.03*Sdiff + -33.5963,4.02543905473901,7.110150504294448,1.2776393521562945
F = 946.509*Sdiff + -53.492,4.02543905473901,8.545307036853574,2.0652252541704486
F = 830.967*Sdiff + -48.647,4.02543905473901,5.342457701996013,2.170236707772336
F = 1613.86*Sdiff + -66.738,4.02543905473901,5.990028332540984,2.3977615239097583
F = 946.509*Sdiff + -53.492,4.02543905473901,8.930349033393828,2.4502672507107017
F = 1530.78*Sdiff + -24.3085,4.02543905473901,7.0926485953608,2.9578226097864904
F = 840.017*Sdiff + -42.7269,4.02543905473901,6.777614234555138,3.8329180564688836
F = 1120.03*Sdiff + -33.5963,4.02543905473901,9.71793493540798,3.8854237832698275
F = 1530.78*Sdiff + -24.3085,4.02543905473901,8.037751677777784,3.902925692203475
F = 3102.6*Sdiff + 7.75987,4.02543905473901,4.764894707185634,3.9204276011371233
F = 816.465*Sdiff + -47.0605,4.02543905473901,10.365505565952953,4.112948599407249
F = 840.017*Sdiff + -42.7269,4.02543905473901,7.162656231095392,4.217960053009137
F = 1613.86*Sdiff + -66.738,4.02543905473901,8.597812763654517,5.005545955023291
F = 4344.82*Sdiff + 34.274,4.02543905473901,4.729890889318337,5.495599405165431
F = 830.967*Sdiff + -48.647,4.02543905473901,8.825337579791938,5.653116585568262
F = 3102.6*Sdiff + 7.75987,4.02543905473901,7.075146686427152,6.230679580378642
F = 4344.82*Sdiff + 34.274,4.02543905473901,5.499974882398844,6.265683398245938
F = 6825.95*Sdiff + 112.772,4.042940963672658,10.207988385550122,0.01750190893364787
F = 723.762*Sdiff + -55.3079,4.042940963672658,6.882625688157026,0.6300687216113233
F = 6825.95*Sdiff + 112.772,4.042940963672658,10.978072378630626,0.7875859020141542
F = 1003.39*Sdiff + -41.972,4.042940963672658,7.110150504294448,1.2776393521562945
F = 834.563*Sdiff + -61.4995,4.042940963672658,8.545307036853574,2.0652252541704486
F = 735.659*Sdiff + -56.8464,4.042940963672658,5.342457701996013,2.170236707772336
F = 1406.23*Sdiff + -73.8669,4.042940963672658,5.990028332540984,2.3977615239097583
F = 834.563*Sdiff + -61.4995,4.042940963672658,8.930349033393828,2.4502672507107017
F = 1380.31*Sdiff + -32.547,4.042940963672658,7.0926485953608,2.9578226097864904
F = 747.247*Sdiff + -51.0688,4.042940963672658,6.777614234555138,3.8329180564688836
F = 1003.39*Sdiff + -41.972,4.042940963672658,9.71793493540798,3.8854237832698275
F = 1380.31*Sdiff + -32.547,4.042940963672658,8.037751677777784,3.902925692203475
F = 2853.83*Sdiff + 1.48985,4.042940963672658,4.764894707185634,3.9204276011371233
F = 723.762*Sdiff + -55.3079,4.042940963672658,10.365505565952953,4.112948599407249
F = 747.247*Sdiff + -51.0688,4.042940963672658,7.162656231095392,4.217960053009137
F = 1406.23*Sdiff + -73.8669,4.042940963672658,8.597812763654517,5.005545955023291
F = 4050.92*Sdiff + 31.1575,4.042940963672658,4.729890889318337,5.495599405165431
F = 735.659*Sdiff + -56.8464,4.042940963672658,8.825337579791938,5.653116585568262
F = 2853.83*Sdiff + 1.48985,4.042940963672658,7.075146686427152,6.230679580378642
F = 4050.92*Sdiff + 31.1575,4.042940963672658,5.499974882398844,6.265683398245938
F = 6641.73*Sdiff + 120.233,4.060442872606306,10.207988385550122,0.01750190893364787
F = 671.619*Sdiff + -66.7588,4.060442872606306,6.882625688157026,0.6300687216113233
F = 6641.73*Sdiff + 120.233,4.060442872606306,10.978072378630626,0.7875859020141542
F = 939.137*Sdiff + -53.799,4.060442872606306,7.110150504294448,1.2776393521562945
F = 681.923*Sdiff + -68.213,4.060442872606306,5.342457701996013,2.170236707772336
F = 1298.6*Sdiff + -44.3288,4.060442872606306,7.0926485953608,2.9578226097864904
F = 695.41*Sdiff + -62.7056,4.060442872606306,6.777614234555138,3.8329180564688836
F = 939.137*Sdiff + -53.799,4.060442872606306,9.71793493540798,3.8854237832698275
F = 1298.6*Sdiff + -44.3288,4.060442872606306,8.037751677777784,3.902925692203475
F = 2725.23*Sdiff + -8.364,4.060442872606306,4.764894707185634,3.9204276011371233
F = 671.619*Sdiff + -66.7588,4.060442872606306,10.365505565952953,4.112948599407249
F = 695.41*Sdiff + -62.7056,4.060442872606306,7.162656231095392,4.217960053009137
F = 3903.41*Sdiff + 24.6955,4.060442872606306,4.729890889318337,5.495599405165431
F = 681.923*Sdiff + -68.213,4.060442872606306,8.825337579791938,5.653116585568262
F = 2725.23*Sdiff + -8.364,4.060442872606306,7.075146686427152,6.230679580378642
F = 3903.41*Sdiff + 24.6955,4.060442872606306,5.499974882398844,6.265683398245938
F = 6586.65*Sdiff + 125.552,4.077944781539954,10.207988385550122,0.01750190893364787
F = 6586.65*Sdiff + 125.552,4.077944781539954,10.978072378630626,0.7875859020141542
F = 1262.55*Sdiff + -58.4752,4.077944781539954,7.0926485953608,2.9578226097864904
F = 1262.55*Sdiff + -58.4752,4.077944781539954,8.037751677777784,3.902925692203475
F = 2686.26*Sdiff + -21.3816,4.077944781539954,4.764894707185634,3.9204276011371233
F = 3873.19*Sdiff + 15.1328,4.077944781539954,4.729890889318337,5.495599405165431
F = 2686.26*Sdiff + -21.3816,4.077944781539954,7.075146686427152,6.230679580378642
F = 3873.19*Sdiff + 15.1328,4.077944781539954,5.499974882398844,6.265683398245938
F = 6654.16*Sdiff + 128.761,4.095446690473602,10.207988385550122,0.01750190893364787
F = 6654.16*Sdiff + 128.761,4.095446690473602,10.978072378630626,0.7875859020141542
F = 2717.45*Sdiff + -36.7065,4.095446690473602,4.764894707185634,3.9204276011371233
F = 3944.08*Sdiff + 2.78141,4.095446690473602,4.729890889318337,5.495599405165431
F = 2717.45*Sdiff + -36.7065,4.095446690473602,7.075146686427152,6.230679580378642
F = 3944.08*Sdiff + 2.78141,4.095446690473602,5.499974882398844,6.265683398245938
F = 6839.77*Sdiff + 130.087,4.112948599407249,10.207988385550122,0.01750190893364787
